model,market,split,entry_dt,side,outcome,win,entry_ask_cents,entry_bid_cents,entry_p_side,entry_p_yes,entry_edge_cents,entry_seconds_to_close,exit_type,exit_dt,exit_seconds_to_close,exit_bid_cents,exit_p_side,exit_fair_edge_to_bid_cents,pnl_cents,settled,cost_cents,entry_fee_cents,exit_fee_cents,total_fee_cents,candidate,entry_policy,exit_policy
v38_long60_antipersist,KXBTC15M-26MAY021915-15,train,2026-05-02 23:05:13.181000+00:00,no,no,True,86.0,85.0,0.8802061897432523,0.1197938102567477,2.020618974325231,586.819,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021930-30,train,2026-05-02 23:27:00.136000+00:00,yes,yes,True,93.0,92.0,0.9558427143184396,0.9558427143184396,2.584271431843959,179.864,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021945-45,train,2026-05-02 23:37:46.146000+00:00,no,no,True,82.0,81.0,0.8677968022902578,0.1322031977097422,4.779680229025786,433.854,settlement_win,,,,,,36.0,True,164.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022000-00,train,2026-05-02 23:52:17.755000+00:00,no,no,True,80.0,79.0,0.8873113927177338,0.1126886072822662,8.731139271773387,462.245,settlement_win,,,,,,40.0,True,160.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022015-15,train,2026-05-03 00:05:03.741000+00:00,yes,no,False,68.0,67.0,0.6945058611489203,0.6945058611489203,1.4505861148920332,596.259,probability_reduce,2026-05-03 00:08:04.194000+00:00,415.806,18.0,0.1669634812837532,-1.3036518716246803,-100.0,False,136.0,4.0,3.0,7.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022230-30,train,2026-05-03 02:20:12.739000+00:00,no,no,True,70.0,69.0,0.8136001308052514,0.1863998691947485,11.360013080525135,587.261,settlement_win,,,,,,60.0,True,140.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022245-45,train,2026-05-03 02:35:14.069000+00:00,yes,yes,True,79.0,78.0,0.8136154163101263,0.8136154163101263,2.361541631012642,585.931,settlement_win,,,,,,42.0,True,158.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022300-00,train,2026-05-03 02:53:30.252000+00:00,yes,yes,True,93.0,92.0,0.940892839120309,0.940892839120309,1.0892839120308935,389.748,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022315-15,train,2026-05-03 03:08:31.476000+00:00,no,no,True,58.0,57.0,0.6844410938520691,0.3155589061479309,10.444109385206914,388.524,probability_reduce,2026-05-03 03:10:01.585000+00:00,298.415,48.0,0.5011281557977425,2.1128155797742494,-20.0,False,116.0,4.0,4.0,8.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022330-30,train,2026-05-03 03:27:18.255000+00:00,no,no,True,45.0,41.0,0.7635599012187235,0.2364400987812764,31.355990121872352,161.745,probability_reduce,2026-05-03 03:29:03.354000+00:00,56.646,15.0,0.1334148226591405,-1.6585177340859492,-60.0,False,90.0,4.0,2.0,6.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022345-45,train,2026-05-03 03:36:18.785000+00:00,yes,yes,True,90.0,89.0,0.9205171903471644,0.9205171903471644,2.0517190347164416,521.215,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030000-00,train,2026-05-03 03:53:20.641000+00:00,yes,yes,True,94.0,94.0,0.9584950321690392,0.9584950321690392,1.8495032169039263,399.359,settlement_win,,,,,,12.0,True,188.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030015-15,train,2026-05-03 04:10:37.270000+00:00,no,no,True,98.0,97.0,0.9897639667547616,0.0102360332452384,0.9763966754761668,262.73,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030030-30,train,2026-05-03 04:25:53.675000+00:00,yes,yes,True,97.0,97.0,0.979151252665466,0.979151252665466,0.9151252665465961,246.325,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030045-45,train,2026-05-03 04:36:54.688000+00:00,no,no,True,67.0,66.0,0.6884500870961896,0.3115499129038104,1.8450087096189662,485.312,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030100-00,train,2026-05-03 04:52:56.372000+00:00,no,no,True,70.0,69.0,0.7386913942336202,0.2613086057663797,3.8691394233620144,423.628,settlement_win,,,,,,60.0,True,140.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030115-15,train,2026-05-03 05:11:28.608000+00:00,yes,yes,True,99.0,99.0,0.994325586605112,0.994325586605112,0.43255866051120506,211.392,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030130-30,train,2026-05-03 05:29:00.240000+00:00,no,no,True,99.0,98.0,0.9933566546039576,0.0066433453960424,0.3356654603957594,59.76,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030145-45,train,2026-05-03 05:44:16.510000+00:00,no,no,True,98.0,97.0,0.9824224598827402,0.0175775401172597,0.24224598827402133,43.49,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030215-15,train,2026-05-03 06:10:18.859000+00:00,no,no,True,97.0,97.0,0.9860108600806664,0.0139891399193334,1.6010860080666447,281.141,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030230-30,validation,2026-05-03 06:27:50.664000+00:00,no,no,True,99.0,99.0,0.9918452111970484,0.0081547888029516,0.18452111970483998,129.336,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030245-45,validation,2026-05-03 06:41:37.156000+00:00,yes,yes,True,86.0,85.0,0.927492696688016,0.927492696688016,6.7492696688016025,202.844,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030300-00,validation,2026-05-03 06:53:08.118000+00:00,yes,yes,True,99.0,99.0,0.9937354906130572,0.9937354906130572,0.37354906130572374,411.882,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030315-15,validation,2026-05-03 07:06:09.477000+00:00,yes,yes,True,97.0,96.0,0.9744992023623348,0.9744992023623348,0.4499202362334813,530.523,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030330-30,validation,2026-05-03 07:25:26.232000+00:00,yes,yes,True,93.0,92.0,0.9453100648326912,0.9453100648326912,1.531006483269124,273.768,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030345-45,validation,2026-05-03 07:41:27.681000+00:00,yes,yes,True,69.0,66.0,0.80725730886708,0.80725730886708,11.725730886708007,212.319,settlement_win,,,,,,62.0,True,138.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030400-00,validation,2026-05-03 07:51:13.686000+00:00,no,no,True,79.0,77.0,0.794868331652606,0.205131668347394,0.4868331652605917,526.314,settlement_win,,,,,,42.0,True,158.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030415-15,validation,2026-05-03 08:06:14.950000+00:00,yes,yes,True,96.0,95.0,0.9848989112792548,0.9848989112792548,2.4898911279254747,525.05,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030430-30,validation,2026-05-03 08:24:16.749000+00:00,no,no,True,53.0,51.0,0.6510958357745903,0.3489041642254097,12.109583577459034,343.251,settlement_win,,,,,,94.0,True,106.0,4.0,0.0,4.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030445-45,validation,2026-05-03 08:35:03.022000+00:00,no,yes,False,80.0,79.0,0.808338241761346,0.1916617582386539,0.8338241761346126,596.978,probability_reduce,2026-05-03 08:37:03.194000+00:00,476.806,50.0,0.5179315633057533,1.7931563305753286,-60.0,False,160.0,3.0,4.0,7.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030500-00,validation,2026-05-03 08:54:04.881000+00:00,no,no,True,69.0,68.0,0.6944434710174336,0.3055565289825663,0.4443471017433609,355.119,settlement_win,,,,,,62.0,True,138.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030515-15,validation,2026-05-03 09:08:06.075000+00:00,yes,yes,True,69.0,68.0,0.6991635928947312,0.6991635928947312,0.916359289473121,413.925,settlement_win,,,,,,62.0,True,138.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030530-30,validation,2026-05-03 09:24:07.704000+00:00,yes,yes,True,97.0,95.0,0.9878234156529996,0.9878234156529996,1.7823415652999586,352.296,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030545-45,validation,2026-05-03 09:36:08.938000+00:00,yes,yes,True,63.0,62.0,0.701834240040673,0.701834240040673,7.183424004067291,531.062,settlement_win,,,,,,74.0,True,126.0,4.0,0.0,4.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030600-00,validation,2026-05-03 09:53:55.568000+00:00,yes,yes,True,43.0,42.0,0.6536471970031539,0.6536471970031539,22.36471970031539,364.432,probability_reduce,2026-05-03 09:54:10.567000+00:00,349.433,46.0,0.4675970781201691,0.759707812016913,6.0,False,86.0,4.0,4.0,8.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030615-15,validation,2026-05-03 10:05:11.591000+00:00,no,no,True,88.0,87.0,0.921568316690912,0.0784316833090879,4.156831669091204,588.409,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030630-30,validation,2026-05-03 10:22:58.509000+00:00,no,no,True,65.0,64.0,0.6521099254189822,0.3478900745810179,0.21099254189822148,421.491,settlement_win,,,,,,70.0,True,130.0,4.0,0.0,4.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030645-45,validation,2026-05-03 10:35:14.513000+00:00,yes,yes,True,78.0,77.0,0.8520210332070688,0.8520210332070688,7.2021033207068825,585.487,settlement_win,,,,,,44.0,True,156.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030700-00,validation,2026-05-03 10:51:30.935000+00:00,no,no,True,83.0,82.0,0.8380266196978237,0.1619733803021763,0.8026619697823634,509.065,settlement_win,,,,,,34.0,True,166.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030730-30,validation,2026-05-03 11:25:19.282000+00:00,no,no,True,53.0,52.0,0.6592987450776957,0.3407012549223043,12.929874507769568,280.718,settlement_win,,,,,,94.0,True,106.0,4.0,0.0,4.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030745-45,validation,2026-05-03 11:35:05.237000+00:00,yes,yes,True,90.0,89.0,0.9377315875778984,0.9377315875778984,3.7731587577898438,594.763,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030800-00,validation,2026-05-03 11:50:06.598000+00:00,yes,no,False,83.0,82.0,0.9473074512207916,0.9473074512207916,11.730745122079156,593.402,probability_reduce,2026-05-03 11:52:51.862000+00:00,428.138,59.0,0.5176849435155455,-7.231505648445449,-48.0,False,166.0,2.0,4.0,6.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030815-15,validation,2026-05-03 12:05:07.967000+00:00,yes,yes,True,89.0,88.0,0.9439284873628834,0.9439284873628834,5.392848736288343,592.033,settlement_win,,,,,,22.0,True,178.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030830-30,validation,2026-05-03 12:20:09.389000+00:00,no,no,True,86.0,85.0,0.9306551708973722,0.0693448291026278,7.065517089737213,590.611,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030845-45,validation,2026-05-03 12:35:10.810000+00:00,no,no,True,86.0,84.0,0.8639351411362143,0.1360648588637857,0.3935141136214213,589.19,probability_reduce,2026-05-03 12:43:11.704000+00:00,108.296,61.0,0.4833202662909193,-12.667973370908072,-50.0,False,172.0,2.0,4.0,6.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030900-00,validation,2026-05-03 12:50:12.440000+00:00,yes,no,False,71.0,69.0,0.7591725235228095,0.7591725235228095,4.917252352280954,587.56,probability_reduce,2026-05-03 12:55:12.889000+00:00,287.111,39.0,0.4521733362816139,6.217333628161391,-64.0,False,142.0,3.0,4.0,7.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030915-15,validation,2026-05-03 13:06:13.860000+00:00,no,yes,False,64.0,61.0,0.6769068769456719,0.3230931230543282,3.6906876945671883,526.14,probability_reduce,2026-05-03 13:10:14.254000+00:00,285.746,34.0,0.4190250954252538,7.9025095425253795,-60.0,False,128.0,4.0,4.0,8.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030930-30,validation,2026-05-03 13:20:14.969000+00:00,no,no,True,90.0,89.0,0.952430541338285,0.047569458661715,5.243054133828494,585.031,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030945-45,validation,2026-05-03 13:35:01.308000+00:00,yes,no,False,71.0,70.0,0.7904067852009488,0.7904067852009488,8.040678520094872,598.692,probability_reduce,2026-05-03 13:43:01.971000+00:00,118.029,8.0,0.0124770551720928,-6.75229448279072,-126.0,False,142.0,3.0,2.0,5.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031000-00,validation,2026-05-03 13:51:02.647000+00:00,yes,yes,True,79.0,78.0,0.881785412787862,0.881785412787862,9.178541278786199,537.353,settlement_win,,,,,,42.0,True,158.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031015-15,validation,2026-05-03 14:05:03.943000+00:00,yes,yes,True,77.0,76.0,0.8845447792816966,0.8845447792816966,11.454477928169666,596.057,settlement_win,,,,,,46.0,True,154.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031030-30,validation,2026-05-03 14:20:05.298000+00:00,no,no,True,78.0,77.0,0.8014339892272542,0.1985660107727457,2.1433989227254244,594.702,settlement_win,,,,,,44.0,True,156.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031100-00,validation,2026-05-03 14:50:23.337000+00:00,no,yes,False,56.0,55.0,0.7807098437191365,0.2192901562808634,22.070984371913653,576.663,probability_reduce,2026-05-03 14:52:08.517000+00:00,471.483,42.0,0.4002207598764803,-1.97792401235197,-28.0,False,112.0,4.0,4.0,8.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031115-15,validation,2026-05-03 15:05:09.567000+00:00,yes,no,False,81.0,80.0,0.8525058986607406,0.8525058986607406,4.250589866074051,590.433,probability_reduce,2026-05-03 15:11:10.230000+00:00,229.77,70.0,0.3988034579798782,-30.11965420201218,-22.0,False,162.0,3.0,3.0,6.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031130-30,validation,2026-05-03 15:22:11.379000+00:00,no,yes,False,61.0,60.0,0.7428741429440127,0.2571258570559873,13.287414294401259,468.621,probability_reduce,2026-05-03 15:29:12.028000+00:00,47.972,2.0,1.8704380404077625e-05,-1.9981295619595922,-118.0,False,122.0,4.0,1.0,5.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031145-45,validation,2026-05-03 15:35:12.649000+00:00,no,no,True,77.0,76.0,0.7808687139052658,0.2191312860947341,1.086871390526582,587.351,settlement_win,,,,,,46.0,True,154.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031200-00,validation,2026-05-03 15:50:14.128000+00:00,no,no,True,80.0,79.0,0.8194217387428482,0.1805782612571518,1.9421738742848191,585.872,settlement_win,,,,,,40.0,True,160.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031215-15,validation,2026-05-03 16:05:15.801000+00:00,yes,no,False,63.0,62.0,0.7438101710779936,0.7438101710779936,11.381017107799366,584.199,probability_reduce,2026-05-03 16:06:00.842000+00:00,539.158,56.0,0.5136237453763812,-4.637625462361875,-14.0,False,126.0,4.0,4.0,8.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031230-30,validation,2026-05-03 16:21:02.533000+00:00,no,yes,False,69.0,68.0,0.6934659006318094,0.3065340993681906,0.34659006318094043,537.467,probability_reduce,2026-05-03 16:24:02.794000+00:00,357.206,24.0,0.2161821702484229,-2.3817829751577086,-90.0,False,138.0,3.0,3.0,6.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031245-45,validation,2026-05-03 16:35:03.801000+00:00,yes,yes,True,95.0,94.0,0.9533504041755864,0.9533504041755864,0.33504041755863057,596.199,settlement_win,,,,,,10.0,True,190.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031300-00,validation,2026-05-03 16:53:20.551000+00:00,no,no,True,65.0,64.0,0.7045768282153871,0.2954231717846128,5.457682821538711,399.449,settlement_win,,,,,,70.0,True,130.0,4.0,0.0,4.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031315-15,validation,2026-05-03 17:05:06.495000+00:00,no,yes,False,93.0,93.0,0.9461607782404964,0.0538392217595036,1.6160778240496398,593.505,probability_reduce,2026-05-03 17:11:07.157000+00:00,232.843,34.0,0.346393914975065,0.6393914975065016,-118.0,False,186.0,1.0,4.0,5.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031330-30,validation,2026-05-03 17:20:23.371000+00:00,yes,yes,True,78.0,77.0,0.8141307836945662,0.8141307836945662,3.4130783694566134,576.629,settlement_win,,,,,,44.0,True,156.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031345-45,validation,2026-05-03 17:36:09.532000+00:00,yes,yes,True,93.0,92.0,0.9333172549176946,0.9333172549176946,0.3317254917694612,530.468,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031400-00,validation,2026-05-03 17:51:10.643000+00:00,no,no,True,86.0,85.0,0.8927321514056226,0.1072678485943774,3.2732151405622574,529.357,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031415-15,validation,2026-05-03 18:05:11.930000+00:00,no,no,True,88.0,87.0,0.8846497898917958,0.1153502101082042,0.4649789891795706,588.07,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031430-30,validation,2026-05-03 18:20:13.276000+00:00,yes,yes,True,64.0,63.0,0.7257849358543563,0.7257849358543563,8.578493585435638,586.724,settlement_win,,,,,,72.0,True,128.0,4.0,0.0,4.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031445-45,validation,2026-05-03 18:40:00.137000+00:00,no,no,True,98.0,97.0,0.9870112659108868,0.0129887340891131,0.7011265910886806,299.863,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031500-00,validation,2026-05-03 18:52:16.315000+00:00,yes,yes,True,94.0,94.0,0.9566027806745494,0.9566027806745494,1.6602780674549393,463.685,settlement_win,,,,,,12.0,True,188.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031515-15,validation,2026-05-03 19:07:02.720000+00:00,no,no,True,65.0,64.0,0.6642016144760197,0.3357983855239804,1.42016144760197,477.28,probability_reduce,2026-05-03 19:08:02.831000+00:00,417.169,22.0,0.3178106319222675,9.78106319222675,-86.0,False,130.0,4.0,3.0,7.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031530-30,validation,2026-05-03 19:27:49.792000+00:00,yes,no,False,48.0,47.0,0.6716832398284931,0.6716832398284931,19.168323982849316,130.208,probability_reduce,2026-05-03 19:29:04.919000+00:00,55.081,5.0,0.2713807725822577,22.138077258225767,-86.0,False,96.0,4.0,1.0,5.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031545-45,validation,2026-05-03 19:35:05.285000+00:00,yes,yes,True,98.0,97.0,0.9926932196271367,0.9926932196271367,1.2693219627136756,594.715,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031600-00,validation,2026-05-03 19:51:52.123000+00:00,no,no,True,67.0,65.0,0.6823206155042687,0.3176793844957312,1.232061550426863,487.877,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031615-15,validation,2026-05-03 20:08:17.053000+00:00,no,no,True,88.0,87.0,0.901278492729541,0.098721507270459,2.1278492729540943,402.947,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031630-30,validation,2026-05-03 20:20:03.227000+00:00,yes,yes,True,84.0,83.0,0.8553531408388849,0.8553531408388849,1.535314083888494,596.773,settlement_win,,,,,,32.0,True,168.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031645-45,validation,2026-05-03 20:36:04.672000+00:00,yes,yes,True,97.0,97.0,0.9964035736773744,0.9964035736773744,2.640357367737437,535.328,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031700-00,validation,2026-05-03 20:50:05.980000+00:00,no,no,True,93.0,92.0,0.9857057938146508,0.0142942061853493,5.57057938146508,594.02,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031715-15,validation,2026-05-03 21:05:37.388000+00:00,no,yes,False,56.0,55.0,0.6731390385293863,0.3268609614706136,11.313903852938623,562.612,probability_reduce,2026-05-03 21:06:07.449000+00:00,532.551,46.0,0.4523291814870492,-0.7670818512950817,-20.0,False,112.0,4.0,4.0,8.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031730-30,validation,2026-05-03 21:20:53.734000+00:00,no,no,True,72.0,71.0,0.7289548180794638,0.2710451819205361,0.895481807946382,546.266,settlement_win,,,,,,56.0,True,144.0,3.0,0.0,3.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY031745-45,validation,2026-05-03 21:38:10.448000+00:00,no,no,True,88.0,86.0,0.9613233221771128,0.0386766778228872,8.13233221771128,409.552,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,baseline_no_veto,edge0_ask100_p0.65_stc0-600,prob52
