train_dataset,scheme,features,score_col,threshold,min_cell_n,ask_cap,min_seconds,transfer_target_pass,transfer_wilson_pass,min_oos_accuracy,min_oos_coverage,max_median_ask,max_ask_eq_100,source_all_base_markets,source_all_markets,source_all_wins,source_all_losses,source_all_accuracy,source_all_coverage,source_all_wilson95_lower,source_all_median_ask,source_all_ask_eq_100,source_all_median_seconds_to_close,source_all_gross_pnl_cents,source_all_gross_roi,source_train_base_markets,source_train_markets,source_train_wins,source_train_losses,source_train_accuracy,source_train_coverage,source_train_wilson95_lower,source_train_median_ask,source_train_ask_eq_100,source_train_median_seconds_to_close,source_train_gross_pnl_cents,source_train_gross_roi,source_validation_base_markets,source_validation_markets,source_validation_wins,source_validation_losses,source_validation_accuracy,source_validation_coverage,source_validation_wilson95_lower,source_validation_median_ask,source_validation_ask_eq_100,source_validation_median_seconds_to_close,source_validation_gross_pnl_cents,source_validation_gross_roi,source_holdout_base_markets,source_holdout_markets,source_holdout_wins,source_holdout_losses,source_holdout_accuracy,source_holdout_coverage,source_holdout_wilson95_lower,source_holdout_median_ask,source_holdout_ask_eq_100,source_holdout_median_seconds_to_close,source_holdout_gross_pnl_cents,source_holdout_gross_roi,target_all_base_markets,target_all_markets,target_all_wins,target_all_losses,target_all_accuracy,target_all_coverage,target_all_wilson95_lower,target_all_median_ask,target_all_ask_eq_100,target_all_median_seconds_to_close,target_all_gross_pnl_cents,target_all_gross_roi,target_train_base_markets,target_train_markets,target_train_wins,target_train_losses,target_train_accuracy,target_train_coverage,target_train_wilson95_lower,target_train_median_ask,target_train_ask_eq_100,target_train_median_seconds_to_close,target_train_gross_pnl_cents,target_train_gross_roi,target_validation_base_markets,target_validation_markets,target_validation_wins,target_validation_losses,target_validation_accuracy,target_validation_coverage,target_validation_wilson95_lower,target_validation_median_ask,target_validation_ask_eq_100,target_validation_median_seconds_to_close,target_validation_gross_pnl_cents,target_validation_gross_roi,target_holdout_base_markets,target_holdout_markets,target_holdout_wins,target_holdout_losses,target_holdout_accuracy,target_holdout_coverage,target_holdout_wilson95_lower,target_holdout_median_ask,target_holdout_ask_eq_100,target_holdout_median_seconds_to_close,target_holdout_gross_pnl_cents,target_holdout_gross_roi
current,book_z15_time,"book_bin,z15_bin,sec_bin",emp_lower,0.7,100,100.0,0.0,False,False,1.0,0.5333333333333333,99.0,60,166,143,143,0,1.0,0.8614457831325302,0.9738394125777184,99.0,60,110.918,174.0,0.012317712020387938,99,87,87,0,1.0,0.8787878787878788,0.9577124930558795,99.0,39,110.918,94.0,0.010922612131071346,33,28,28,0,1.0,0.8484848484848485,0.8793566952341543,99.0,8,114.24600000000001,43.0,0.015596663039535727,34,28,28,0,1.0,0.8235294117647058,0.8793566952341543,99.0,13,109.282,37.0,0.013391241404270721,221,128,128,0,1.0,0.579185520361991,0.9708630437264916,99.0,46,179.3818615,159.0,0.01257811881971363,132,73,73,0,1.0,0.553030303030303,0.9500079920442687,99.0,30,179.272255,77.0,0.010660390419493286,44,31,31,0,1.0,0.7045454545454546,0.889744604539564,99.0,9,179.713853,48.0,0.015727391874180863,45,24,24,0,1.0,0.5333333333333333,0.8620237953250198,99.0,7,149.394057,34.0,0.014370245139475908
current,book_z15_time,"book_bin,z15_bin,sec_bin",emp_lower,0.8,100,100.0,0.0,False,False,1.0,0.5333333333333333,99.0,60,166,143,143,0,1.0,0.8614457831325302,0.9738394125777184,99.0,60,110.918,174.0,0.012317712020387938,99,87,87,0,1.0,0.8787878787878788,0.9577124930558795,99.0,39,110.918,94.0,0.010922612131071346,33,28,28,0,1.0,0.8484848484848485,0.8793566952341543,99.0,8,114.24600000000001,43.0,0.015596663039535727,34,28,28,0,1.0,0.8235294117647058,0.8793566952341543,99.0,13,109.282,37.0,0.013391241404270721,221,128,128,0,1.0,0.579185520361991,0.9708630437264916,99.0,46,179.3818615,159.0,0.01257811881971363,132,73,73,0,1.0,0.553030303030303,0.9500079920442687,99.0,30,179.272255,77.0,0.010660390419493286,44,31,31,0,1.0,0.7045454545454546,0.889744604539564,99.0,9,179.713853,48.0,0.015727391874180863,45,24,24,0,1.0,0.5333333333333333,0.8620237953250198,99.0,7,149.394057,34.0,0.014370245139475908
current,book_z15_time_drift5,"book_bin,z15_bin,sec_bin,drift5_bin",emp_p,0.7,100,100.0,0.0,False,False,1.0,0.5333333333333333,99.0,60,166,143,143,0,1.0,0.8614457831325302,0.9738394125777184,99.0,60,110.918,172.0,0.01217440543601359,99,87,87,0,1.0,0.8787878787878788,0.9577124930558795,99.0,39,110.918,94.0,0.010922612131071346,33,28,28,0,1.0,0.8484848484848485,0.8793566952341543,99.0,8,114.24600000000001,43.0,0.015596663039535727,34,28,28,0,1.0,0.8235294117647058,0.8793566952341543,99.0,13,109.282,35.0,0.012658227848101266,221,128,128,0,1.0,0.579185520361991,0.9708630437264916,99.0,47,179.360839,158.0,0.012498022464799873,132,73,73,0,1.0,0.553030303030303,0.9500079920442687,99.0,31,179.225377,76.0,0.010520487264673311,44,31,31,0,1.0,0.7045454545454546,0.889744604539564,99.0,9,179.713853,48.0,0.015727391874180863,45,24,24,0,1.0,0.5333333333333333,0.8620237953250198,99.0,7,149.394057,34.0,0.014370245139475908
current,book_z15_time_drift5,"book_bin,z15_bin,sec_bin,drift5_bin",emp_p,0.75,100,100.0,0.0,False,False,1.0,0.5333333333333333,99.0,60,166,143,143,0,1.0,0.8614457831325302,0.9738394125777184,99.0,60,110.918,172.0,0.01217440543601359,99,87,87,0,1.0,0.8787878787878788,0.9577124930558795,99.0,39,110.918,94.0,0.010922612131071346,33,28,28,0,1.0,0.8484848484848485,0.8793566952341543,99.0,8,114.24600000000001,43.0,0.015596663039535727,34,28,28,0,1.0,0.8235294117647058,0.8793566952341543,99.0,13,109.282,35.0,0.012658227848101266,221,128,128,0,1.0,0.579185520361991,0.9708630437264916,99.0,47,179.360839,158.0,0.012498022464799873,132,73,73,0,1.0,0.553030303030303,0.9500079920442687,99.0,31,179.225377,76.0,0.010520487264673311,44,31,31,0,1.0,0.7045454545454546,0.889744604539564,99.0,9,179.713853,48.0,0.015727391874180863,45,24,24,0,1.0,0.5333333333333333,0.8620237953250198,99.0,7,149.394057,34.0,0.014370245139475908
current,book_z15_time_drift5,"book_bin,z15_bin,sec_bin,drift5_bin",emp_p,0.8,100,100.0,0.0,False,False,1.0,0.5333333333333333,99.0,60,166,143,143,0,1.0,0.8614457831325302,0.9738394125777184,99.0,60,110.918,172.0,0.01217440543601359,99,87,87,0,1.0,0.8787878787878788,0.9577124930558795,99.0,39,110.918,94.0,0.010922612131071346,33,28,28,0,1.0,0.8484848484848485,0.8793566952341543,99.0,8,114.24600000000001,43.0,0.015596663039535727,34,28,28,0,1.0,0.8235294117647058,0.8793566952341543,99.0,13,109.282,35.0,0.012658227848101266,221,128,128,0,1.0,0.579185520361991,0.9708630437264916,99.0,47,179.360839,158.0,0.012498022464799873,132,73,73,0,1.0,0.553030303030303,0.9500079920442687,99.0,31,179.225377,76.0,0.010520487264673311,44,31,31,0,1.0,0.7045454545454546,0.889744604539564,99.0,9,179.713853,48.0,0.015727391874180863,45,24,24,0,1.0,0.5333333333333333,0.8620237953250198,99.0,7,149.394057,34.0,0.014370245139475908
current,book_z15_time_drift5,"book_bin,z15_bin,sec_bin,drift5_bin",emp_p,0.85,100,100.0,0.0,False,False,1.0,0.5333333333333333,99.0,60,166,143,143,0,1.0,0.8614457831325302,0.9738394125777184,99.0,60,110.918,172.0,0.01217440543601359,99,87,87,0,1.0,0.8787878787878788,0.9577124930558795,99.0,39,110.918,94.0,0.010922612131071346,33,28,28,0,1.0,0.8484848484848485,0.8793566952341543,99.0,8,114.24600000000001,43.0,0.015596663039535727,34,28,28,0,1.0,0.8235294117647058,0.8793566952341543,99.0,13,109.282,35.0,0.012658227848101266,221,128,128,0,1.0,0.579185520361991,0.9708630437264916,99.0,47,179.360839,158.0,0.012498022464799873,132,73,73,0,1.0,0.553030303030303,0.9500079920442687,99.0,31,179.225377,76.0,0.010520487264673311,44,31,31,0,1.0,0.7045454545454546,0.889744604539564,99.0,9,179.713853,48.0,0.015727391874180863,45,24,24,0,1.0,0.5333333333333333,0.8620237953250198,99.0,7,149.394057,34.0,0.014370245139475908
current,book_z15_time_drift5,"book_bin,z15_bin,sec_bin,drift5_bin",emp_p,0.9,100,100.0,0.0,False,False,1.0,0.5333333333333333,99.0,60,166,143,143,0,1.0,0.8614457831325302,0.9738394125777184,99.0,60,110.918,172.0,0.01217440543601359,99,87,87,0,1.0,0.8787878787878788,0.9577124930558795,99.0,39,110.918,94.0,0.010922612131071346,33,28,28,0,1.0,0.8484848484848485,0.8793566952341543,99.0,8,114.24600000000001,43.0,0.015596663039535727,34,28,28,0,1.0,0.8235294117647058,0.8793566952341543,99.0,13,109.282,35.0,0.012658227848101266,221,128,128,0,1.0,0.579185520361991,0.9708630437264916,99.0,47,179.360839,158.0,0.012498022464799873,132,73,73,0,1.0,0.553030303030303,0.9500079920442687,99.0,31,179.225377,76.0,0.010520487264673311,44,31,31,0,1.0,0.7045454545454546,0.889744604539564,99.0,9,179.713853,48.0,0.015727391874180863,45,24,24,0,1.0,0.5333333333333333,0.8620237953250198,99.0,7,149.394057,34.0,0.014370245139475908
current,book_z15_time_drift5,"book_bin,z15_bin,sec_bin,drift5_bin",emp_p,0.95,100,100.0,0.0,False,False,1.0,0.5333333333333333,99.0,60,166,143,143,0,1.0,0.8614457831325302,0.9738394125777184,99.0,60,110.918,172.0,0.01217440543601359,99,87,87,0,1.0,0.8787878787878788,0.9577124930558795,99.0,39,110.918,94.0,0.010922612131071346,33,28,28,0,1.0,0.8484848484848485,0.8793566952341543,99.0,8,114.24600000000001,43.0,0.015596663039535727,34,28,28,0,1.0,0.8235294117647058,0.8793566952341543,99.0,13,109.282,35.0,0.012658227848101266,221,128,128,0,1.0,0.579185520361991,0.9708630437264916,99.0,47,179.360839,158.0,0.012498022464799873,132,73,73,0,1.0,0.553030303030303,0.9500079920442687,99.0,31,179.225377,76.0,0.010520487264673311,44,31,31,0,1.0,0.7045454545454546,0.889744604539564,99.0,9,179.713853,48.0,0.015727391874180863,45,24,24,0,1.0,0.5333333333333333,0.8620237953250198,99.0,7,149.394057,34.0,0.014370245139475908
current,book_z15_time_drift5,"book_bin,z15_bin,sec_bin,drift5_bin",emp_lower,0.7,100,100.0,0.0,False,False,1.0,0.5333333333333333,99.0,60,166,143,143,0,1.0,0.8614457831325302,0.9738394125777184,99.0,60,110.918,172.0,0.01217440543601359,99,87,87,0,1.0,0.8787878787878788,0.9577124930558795,99.0,39,110.918,94.0,0.010922612131071346,33,28,28,0,1.0,0.8484848484848485,0.8793566952341543,99.0,8,114.24600000000001,43.0,0.015596663039535727,34,28,28,0,1.0,0.8235294117647058,0.8793566952341543,99.0,13,109.282,35.0,0.012658227848101266,221,128,128,0,1.0,0.579185520361991,0.9708630437264916,99.0,47,179.360839,158.0,0.012498022464799873,132,73,73,0,1.0,0.553030303030303,0.9500079920442687,99.0,31,179.225377,76.0,0.010520487264673311,44,31,31,0,1.0,0.7045454545454546,0.889744604539564,99.0,9,179.713853,48.0,0.015727391874180863,45,24,24,0,1.0,0.5333333333333333,0.8620237953250198,99.0,7,149.394057,34.0,0.014370245139475908
current,book_z15_time_drift5,"book_bin,z15_bin,sec_bin,drift5_bin",emp_lower,0.8,100,100.0,0.0,False,False,1.0,0.5333333333333333,99.0,60,166,143,143,0,1.0,0.8614457831325302,0.9738394125777184,99.0,60,110.918,172.0,0.01217440543601359,99,87,87,0,1.0,0.8787878787878788,0.9577124930558795,99.0,39,110.918,94.0,0.010922612131071346,33,28,28,0,1.0,0.8484848484848485,0.8793566952341543,99.0,8,114.24600000000001,43.0,0.015596663039535727,34,28,28,0,1.0,0.8235294117647058,0.8793566952341543,99.0,13,109.282,35.0,0.012658227848101266,221,128,128,0,1.0,0.579185520361991,0.9708630437264916,99.0,47,179.360839,158.0,0.012498022464799873,132,73,73,0,1.0,0.553030303030303,0.9500079920442687,99.0,31,179.225377,76.0,0.010520487264673311,44,31,31,0,1.0,0.7045454545454546,0.889744604539564,99.0,9,179.713853,48.0,0.015727391874180863,45,24,24,0,1.0,0.5333333333333333,0.8620237953250198,99.0,7,149.394057,34.0,0.014370245139475908
current,book_z15_time_adv5,"book_bin,z15_bin,sec_bin,adv5_bin",emp_p,0.75,100,100.0,0.0,False,False,1.0,0.5111111111111111,99.0,45,166,120,120,0,1.0,0.7228915662650602,0.9689808335812966,99.0,45,132.347,153.0,0.012914661939731578,99,74,74,0,1.0,0.7474747474747475,0.9506502206036139,99.0,29,132.347,86.0,0.01175827180749248,33,24,24,0,1.0,0.7272727272727273,0.8620237953250198,99.0,5,151.937,40.0,0.01694915254237288,34,22,22,0,1.0,0.6470588235294118,0.8513451253913791,99.5,11,109.282,27.0,0.012425218591808559,221,118,118,0,1.0,0.5339366515837104,0.9684716609775057,99.0,40,179.64056349999998,148.0,0.012701682114658427,132,68,68,0,1.0,0.5151515151515151,0.9465286634799295,99.0,27,179.3972715,73.0,0.010851791288836034,44,27,27,0,1.0,0.6136363636363636,0.8754449702581327,99.0,6,239.234391,45.0,0.01694915254237288,45,23,23,0,1.0,0.5111111111111111,0.8568833815495732,99.0,7,179.133468,30.0,0.013215859030837005
current,book_z15_time_adv5,"book_bin,z15_bin,sec_bin,adv5_bin",emp_p,0.8,100,100.0,0.0,False,False,1.0,0.5111111111111111,99.0,45,166,120,120,0,1.0,0.7228915662650602,0.9689808335812966,99.0,45,132.347,153.0,0.012914661939731578,99,74,74,0,1.0,0.7474747474747475,0.9506502206036139,99.0,29,132.347,86.0,0.01175827180749248,33,24,24,0,1.0,0.7272727272727273,0.8620237953250198,99.0,5,151.937,40.0,0.01694915254237288,34,22,22,0,1.0,0.6470588235294118,0.8513451253913791,99.5,11,109.282,27.0,0.012425218591808559,221,118,118,0,1.0,0.5339366515837104,0.9684716609775057,99.0,40,179.64056349999998,148.0,0.012701682114658427,132,68,68,0,1.0,0.5151515151515151,0.9465286634799295,99.0,27,179.3972715,73.0,0.010851791288836034,44,27,27,0,1.0,0.6136363636363636,0.8754449702581327,99.0,6,239.234391,45.0,0.01694915254237288,45,23,23,0,1.0,0.5111111111111111,0.8568833815495732,99.0,7,179.133468,30.0,0.013215859030837005
current,book_z15_time_adv5,"book_bin,z15_bin,sec_bin,adv5_bin",emp_p,0.85,100,100.0,0.0,False,False,1.0,0.5111111111111111,99.0,45,166,120,120,0,1.0,0.7228915662650602,0.9689808335812966,99.0,45,132.347,153.0,0.012914661939731578,99,74,74,0,1.0,0.7474747474747475,0.9506502206036139,99.0,29,132.347,86.0,0.01175827180749248,33,24,24,0,1.0,0.7272727272727273,0.8620237953250198,99.0,5,151.937,40.0,0.01694915254237288,34,22,22,0,1.0,0.6470588235294118,0.8513451253913791,99.5,11,109.282,27.0,0.012425218591808559,221,118,118,0,1.0,0.5339366515837104,0.9684716609775057,99.0,40,179.64056349999998,148.0,0.012701682114658427,132,68,68,0,1.0,0.5151515151515151,0.9465286634799295,99.0,27,179.3972715,73.0,0.010851791288836034,44,27,27,0,1.0,0.6136363636363636,0.8754449702581327,99.0,6,239.234391,45.0,0.01694915254237288,45,23,23,0,1.0,0.5111111111111111,0.8568833815495732,99.0,7,179.133468,30.0,0.013215859030837005
