dataset,candidate,label,filter_count,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_median_ask,all_mean_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_entry_fee_cents,all_ask_cost_cents,all_entry_cost_cents,all_gross_pnl_cents,all_net_pnl_cents,all_gross_roi_on_ask,all_net_roi_on_cost,all_net_edge_per_selected_cents,all_net_edge_per_base_market_cents,all_fee_aware_break_even_accuracy,all_accuracy_minus_break_even,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_median_ask,train_mean_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_entry_fee_cents,train_ask_cost_cents,train_entry_cost_cents,train_gross_pnl_cents,train_net_pnl_cents,train_gross_roi_on_ask,train_net_roi_on_cost,train_net_edge_per_selected_cents,train_net_edge_per_base_market_cents,train_fee_aware_break_even_accuracy,train_accuracy_minus_break_even,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_median_ask,validation_mean_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_entry_fee_cents,validation_ask_cost_cents,validation_entry_cost_cents,validation_gross_pnl_cents,validation_net_pnl_cents,validation_gross_roi_on_ask,validation_net_roi_on_cost,validation_net_edge_per_selected_cents,validation_net_edge_per_base_market_cents,validation_fee_aware_break_even_accuracy,validation_accuracy_minus_break_even,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_median_ask,holdout_mean_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_entry_fee_cents,holdout_ask_cost_cents,holdout_entry_cost_cents,holdout_gross_pnl_cents,holdout_net_pnl_cents,holdout_gross_roi_on_ask,holdout_net_roi_on_cost,holdout_net_edge_per_selected_cents,holdout_net_edge_per_base_market_cents,holdout_fee_aware_break_even_accuracy,holdout_accuracy_minus_break_even,coverage_pass,all_splits_positive,oos_positive
current,book_edge_m5__rv15_over_rv30_ge_1__rv30_over_rv60_ge_1,choose=book_p_side; book_p_side>=0.6; fee_edge>=-5c; ask<=95; sec>=120; margin_rv15>=0; rv15_over_rv30>=1; rv30_over_rv60>=1,2,328,130,99,31,0.7615384615384615,0.39634146341463417,0.681447575620172,72.0,74.76923076923077,84.75,8,0,736.2594999999999,223.0,9720.0,9943.0,180.0,-43.0,0.018518518518518517,-0.004324650507895001,-0.33076923076923076,-0.13109756097560976,0.764846153846154,-0.003307692307692456,196,71,54,17,0.7605633802816901,0.3622448979591837,0.6495877914390639,70.0,74.11267605633803,83.0,4,0,766.278,123.0,5262.0,5385.0,138.0,15.0,0.026225769669327253,0.002785515320334262,0.2112676056338028,0.07653061224489796,0.7584507042253523,0.0021126760563378033,66,32,24,8,0.75,0.48484848484848486,0.5789344100575552,75.0,75.34375,82.25,1,0,714.908,56.0,2411.0,2467.0,-11.0,-67.0,-0.004562422231439237,-0.027158492095662748,-2.09375,-1.0151515151515151,0.7709375,-0.020937500000000053,66,27,21,6,0.7777777777777778,0.4090909090909091,0.5924307113336742,73.0,75.81481481481481,88.5,3,0,727.384,44.0,2047.0,2091.0,53.0,9.0,0.025891548607718612,0.00430416068866571,0.3333333333333333,0.13636363636363635,0.7744444444444443,0.0033333333333335213,False,False,False
current,book_edge_m5__rv15_over_rv30_le_0p8__rv_sigma_t_15m_le_100,choose=book_p_side; book_p_side>=0.6; fee_edge>=-5c; ask<=95; sec>=120; margin_rv15>=0; rv15_over_rv30<=0.8; rv_sigma_t_15m<=100,2,328,130,105,25,0.8076923076923077,0.39634146341463417,0.7315106779958248,68.0,71.67692307692307,77.75,3,0,596.026,233.0,9318.0,9551.0,1182.0,949.0,0.12685125563425628,0.09936132342163125,7.3,2.893292682926829,0.7346923076923076,0.07300000000000006,196,82,67,15,0.8170731707317073,0.41836734693877553,0.7198781157085606,68.0,71.10975609756098,77.0,1,0,587.0925,149.0,5831.0,5980.0,869.0,720.0,0.1490310409878237,0.12040133779264214,8.78048780487805,3.673469387755102,0.7292682926829268,0.08780487804878045,66,28,22,6,0.7857142857142857,0.42424242424242425,0.6046141434627813,67.0,71.57142857142857,74.25,2,0,674.258,50.0,2004.0,2054.0,196.0,146.0,0.09780439121756487,0.07108081791626096,5.214285714285714,2.212121212121212,0.7335714285714287,0.052142857142857046,66,20,16,4,0.8,0.30303030303030304,0.5839825677481064,73.5,74.15,83.0,0,0,506.032,34.0,1483.0,1517.0,117.0,83.0,0.07889413351314903,0.05471324983520105,4.15,1.2575757575757576,0.7585000000000001,0.04149999999999998,False,True,True
current,book_edge_m5__rv15_over_rv30_ge_1p2__rv_sigma_t_15m_ge_75,choose=book_p_side; book_p_side>=0.6; fee_edge>=-5c; ask<=95; sec>=120; margin_rv15>=0; rv15_over_rv30>=1.2; rv_sigma_t_15m>=75,2,328,57,45,12,0.7894736842105263,0.17378048780487804,0.6671387891680949,67.0,72.17543859649123,79.0,6,0,773.382,103.0,4114.0,4217.0,386.0,283.0,0.09382596013612056,0.06710931942138962,4.964912280701754,0.8628048780487805,0.7398245614035088,0.0496491228070175,196,24,20,4,0.8333333333333334,0.12244897959183673,0.6414692935030094,67.0,69.875,72.0,2,0,781.292,46.0,1677.0,1723.0,323.0,277.0,0.19260584376863446,0.1607661056297156,11.541666666666666,1.413265306122449,0.7179166666666665,0.11541666666666683,66,14,11,3,0.7857142857142857,0.21212121212121213,0.524107694133997,72.0,73.5,81.0,0,0,769.8205,25.0,1029.0,1054.0,71.0,46.0,0.06899902818270165,0.04364326375711575,3.2857142857142856,0.696969696969697,0.7528571428571428,0.03285714285714292,66,19,14,5,0.7368421052631579,0.2878787878787879,0.5120844910218489,67.0,74.10526315789474,91.5,4,0,792.314,32.0,1408.0,1440.0,-8.0,-40.0,-0.005681818181818182,-0.027777777777777776,-2.1052631578947367,-0.6060606060606061,0.7578947368421055,-0.021052631578947656,False,False,False
current,score_m60,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120,0,328,325,244,81,0.7507692307692307,0.9908536585365854,0.7009951758326707,69.0,69.6676923076923,74.0,0,0,767.761,638.0,22642.0,23280.0,1758.0,1120.0,0.07764331772811589,0.048109965635738834,3.4461538461538463,3.4146341463414633,0.7163076923076922,0.03446153846153854,196,193,148,45,0.7668393782383419,0.9846938775510204,0.7023324201135542,68.0,68.86528497409327,72.0,0,0,766.964,380.0,13291.0,13671.0,1509.0,1129.0,0.11353547513354902,0.08258357106283373,5.849740932642487,5.760204081632653,0.708341968911917,0.05849740932642489,66,66,49,17,0.7424242424242424,1.0,0.6256690145359197,69.0,70.60606060606061,75.0,0,0,769.463,128.0,4660.0,4788.0,240.0,112.0,0.05150214592274678,0.023391812865497075,1.696969696969697,1.696969696969697,0.7254545454545455,0.016969696969696968,66,66,47,19,0.7121212121212122,1.0,0.5936275059135345,69.5,71.07575757575758,75.75,0,0,768.308,130.0,4691.0,4821.0,9.0,-121.0,0.0019185674696226818,-0.025098527276498653,-1.8333333333333333,-1.8333333333333333,0.7304545454545455,-0.018333333333333313,True,False,False
current,score_m60__rv15_over_rv30_le_0p8,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv15_over_rv30<=0.8,1,328,132,109,23,0.8257575757575758,0.4024390243902439,0.7520962774682791,72.0,73.43939393939394,79.0,4,0,644.2255,236.0,9694.0,9930.0,1206.0,970.0,0.12440684959768929,0.09768378650553877,7.348484848484849,2.957317073170732,0.7522727272727273,0.07348484848484849,196,79,69,10,0.8734177215189873,0.4030612244897959,0.7824364133349648,72.0,74.22784810126582,82.0,2,0,534.109,139.0,5864.0,6003.0,1036.0,897.0,0.1766712141882674,0.14942528735632185,11.354430379746836,4.576530612244898,0.759873417721519,0.11354430379746838,66,27,21,6,0.7777777777777778,0.4090909090909091,0.5924307113336742,69.0,73.03703703703704,75.0,2,0,657.073,48.0,1972.0,2020.0,128.0,80.0,0.06490872210953347,0.039603960396039604,2.962962962962963,1.2121212121212122,0.7481481481481481,0.029629629629629672,66,26,19,7,0.7307692307692307,0.3939393939393939,0.5391695962082382,72.0,71.46153846153847,75.75,0,0,653.8595,49.0,1858.0,1907.0,42.0,-7.0,0.022604951560818085,-0.0036706869428421605,-0.2692307692307692,-0.10606060606060606,0.7334615384615385,-0.0026923076923077716,False,False,False
current,score_m60__rv15_over_rv30_le_1,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv15_over_rv30<=1,1,328,256,200,56,0.78125,0.7804878048780488,0.7266556785803728,69.0,71.42578125,76.0,4,0,707.1624999999999,478.0,18285.0,18763.0,1715.0,1237.0,0.09379272627837025,0.06592762351436338,4.83203125,3.7713414634146343,0.7329296875,0.04832031250000002,196,155,122,33,0.7870967741935484,0.7908163265306123,0.7161153535964172,69.0,71.38064516129032,75.0,3,0,698.071,286.0,11064.0,11350.0,1136.0,850.0,0.10267534345625452,0.07488986784140969,5.483870967741935,4.336734693877551,0.7322580645161291,0.05483870967741933,66,49,40,9,0.8163265306122449,0.7424242424242424,0.6864239739710013,70.0,71.34693877551021,76.0,0,0,712.794,93.0,3496.0,3589.0,504.0,411.0,0.14416475972540047,0.1145165784341042,8.387755102040817,6.2272727272727275,0.7324489795918369,0.08387755102040806,66,52,38,14,0.7307692307692307,0.7878787878787878,0.5974778016637287,69.0,71.63461538461539,76.25,1,0,657.7915,99.0,3725.0,3824.0,75.0,-24.0,0.020134228187919462,-0.006276150627615063,-0.46153846153846156,-0.36363636363636365,0.7353846153846155,-0.004615384615384799,False,False,False
current,score_m60__rv15_over_rv30_le_1p2,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv15_over_rv30<=1.2,1,328,314,238,76,0.7579617834394905,0.9573170731707317,0.7076531282915135,69.0,70.06369426751593,74.0,0,0,759.3015,608.0,22000.0,22608.0,1800.0,1192.0,0.08181818181818182,0.05272469922151451,3.7961783439490446,3.6341463414634148,0.72,0.037961783439490526,196,189,146,43,0.7724867724867724,0.9642857142857143,0.707640960337947,68.0,69.51322751322752,73.0,0,0,758.575,366.0,13138.0,13504.0,1462.0,1096.0,0.111280255746689,0.0811611374407583,5.798941798941799,5.591836734693878,0.7144973544973544,0.057989417989418035,66,62,47,15,0.7580645161290323,0.9393939393939394,0.6384749248397259,69.0,70.69354838709677,75.0,0,0,762.611,119.0,4383.0,4502.0,317.0,198.0,0.07232489162673968,0.043980453131941356,3.193548387096774,3.0,0.7261290322580646,0.031935483870967674,66,63,45,18,0.7142857142857143,0.9545454545454546,0.5929728343259287,69.0,71.0952380952381,75.5,0,0,719.773,123.0,4479.0,4602.0,21.0,-102.0,0.004688546550569324,-0.02216427640156454,-1.619047619047619,-1.5454545454545454,0.7304761904761905,-0.0161904761904762,True,False,False
current,score_m60__rv15_over_rv30_ge_0p8,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv15_over_rv30>=0.8,1,328,303,225,78,0.7425742574257426,0.9237804878048781,0.6905231489601618,69.0,71.25412541254126,75.0,2,0,723.289,576.0,21590.0,22166.0,910.0,334.0,0.042149143121815655,0.015068122349544346,1.1023102310231023,1.0182926829268293,0.7315511551155115,0.01102310231023107,196,183,139,44,0.7595628415300546,0.9336734693877551,0.6927177632773851,69.0,70.3879781420765,74.0,0,0,765.329,349.0,12881.0,13230.0,1019.0,670.0,0.07910876484744973,0.050642479213907785,3.66120218579235,3.4183673469387754,0.7229508196721313,0.03661202185792334,66,60,44,16,0.7333333333333333,0.9090909090909091,0.6099128690331636,71.0,72.41666666666667,77.0,0,0,759.1225,114.0,4345.0,4459.0,55.0,-59.0,0.012658227848101266,-0.013231666292890782,-0.9833333333333333,-0.8939393939393939,0.7431666666666666,-0.00983333333333336,66,60,42,18,0.7,0.9090909090909091,0.5749129205308552,70.0,72.73333333333333,78.0,2,0,717.7605,113.0,4364.0,4477.0,-164.0,-277.0,-0.03758020164986251,-0.061871789144516416,-4.616666666666666,-4.196969696969697,0.7461666666666668,-0.0461666666666668,True,False,False
current,score_m60__rv15_over_rv30_ge_1,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv15_over_rv30>=1,1,328,224,166,58,0.7410714285714286,0.6829268292682927,0.6799828991563059,73.0,74.36607142857143,80.0,4,0,710.0215000000001,404.0,16658.0,17062.0,-58.0,-462.0,-0.0034818105414815706,-0.027077716563122727,-2.0625,-1.4085365853658536,0.7616964285714286,-0.020625000000000004,196,135,104,31,0.7703703703703704,0.6887755102040817,0.6925305817275542,72.0,73.86666666666666,80.0,3,0,707.533,243.0,9972.0,10215.0,428.0,185.0,0.04292017649418371,0.01811062163485071,1.3703703703703705,0.9438775510204082,0.7566666666666667,0.013703703703703662,66,45,34,11,0.7555555555555555,0.6818181818181818,0.6132661994297965,74.0,75.24444444444444,82.0,0,0,716.998,80.0,3386.0,3466.0,14.0,-66.0,0.004134672179562906,-0.019042123485285632,-1.4666666666666666,-1.0,0.7702222222222221,-0.014666666666666606,66,44,28,16,0.6363636363636364,0.6666666666666666,0.48866376879043444,74.0,75.0,79.25,1,0,717.1535,81.0,3300.0,3381.0,-500.0,-581.0,-0.15151515151515152,-0.17184265010351968,-13.204545454545455,-8.803030303030303,0.7684090909090908,-0.13204545454545447,False,False,False
current,score_m60__rv15_over_rv30_ge_1p2,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv15_over_rv30>=1.2,1,328,78,57,21,0.7307692307692307,0.23780487804878048,0.6232309980448737,78.5,78.85897435897436,90.0,9,0,706.2205,127.0,6151.0,6278.0,-451.0,-578.0,-0.0733214111526581,-0.09206753743230328,-7.410256410256411,-1.7621951219512195,0.8048717948717948,-0.0741025641025641,196,44,31,13,0.7045454545454546,0.22448979591836735,0.5577979987383977,75.5,77.68181818181819,86.75,5,0,622.4795,73.0,3418.0,3491.0,-318.0,-391.0,-0.0930368636629608,-0.11200229160698941,-8.886363636363637,-1.9948979591836735,0.7934090909090908,-0.08886363636363626,66,20,14,6,0.7,0.30303030303030304,0.4810271816464765,77.5,78.95,86.75,0,0,716.5345,33.0,1579.0,1612.0,-179.0,-212.0,-0.11336288790373654,-0.1315136476426799,-10.6,-3.212121212121212,0.8059999999999998,-0.10599999999999987,66,14,12,2,0.8571428571428571,0.21212121212121213,0.6005862050302965,84.5,82.42857142857143,94.25,4,0,698.7605,21.0,1154.0,1175.0,46.0,25.0,0.03986135181975736,0.02127659574468085,1.7857142857142858,0.3787878787878788,0.8392857142857145,0.01785714285714257,False,False,False
current,score_m60__rv30_over_rv60_le_0p8,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv30_over_rv60<=0.8,1,328,86,66,20,0.7674418604651163,0.2621951219512195,0.6679041466259226,69.0,72.05813953488372,78.75,1,0,659.19,158.0,6197.0,6355.0,403.0,245.0,0.06503146683879296,0.03855232100708104,2.8488372093023258,0.7469512195121951,0.7389534883720932,0.02848837209302313,196,55,44,11,0.8,0.28061224489795916,0.6763512084273607,71.0,72.6,79.5,0,0,651.054,100.0,3993.0,4093.0,407.0,307.0,0.10192837465564739,0.07500610798924993,5.581818181818182,1.566326530612245,0.7441818181818184,0.055818181818181656,66,15,11,4,0.7333333333333333,0.22727272727272727,0.48049565944019434,68.0,69.73333333333333,72.5,0,0,714.894,28.0,1046.0,1074.0,54.0,26.0,0.05162523900573614,0.024208566108007448,1.7333333333333334,0.3939393939393939,0.7160000000000001,0.0173333333333332,66,16,11,5,0.6875,0.24242424242424243,0.44404355834740666,68.5,72.375,73.75,1,0,737.9780000000001,30.0,1158.0,1188.0,-58.0,-88.0,-0.05008635578583765,-0.07407407407407407,-5.5,-1.3333333333333333,0.7424999999999999,-0.05499999999999994,False,False,False
current,score_m60__rv30_over_rv60_le_1,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv30_over_rv60<=1,1,328,225,165,60,0.7333333333333333,0.6859756097560976,0.6719878625779003,68.0,70.19555555555556,74.0,2,0,713.751,432.0,15794.0,16226.0,706.0,274.0,0.044700519184500444,0.016886478491310242,1.2177777777777778,0.8353658536585366,0.7211555555555557,0.01217777777777762,196,138,107,31,0.7753623188405797,0.7040816326530612,0.6988194946014094,68.0,69.70289855072464,73.0,1,0,710.255,265.0,9619.0,9884.0,1081.0,816.0,0.1123817444640815,0.08255766895993524,5.913043478260869,4.163265306122449,0.716231884057971,0.05913043478260871,66,37,26,11,0.7027027027027027,0.5606060606060606,0.5421686408886435,69.0,70.70270270270271,76.0,0,0,717.776,72.0,2616.0,2688.0,-16.0,-88.0,-0.0061162079510703364,-0.03273809523809524,-2.3783783783783785,-1.3333333333333333,0.7264864864864864,-0.023783783783783652,66,50,32,18,0.64,0.7575757575757576,0.501410168761127,69.0,71.18,77.0,1,0,718.469,95.0,3559.0,3654.0,-359.0,-454.0,-0.1008710311885361,-0.12424740010946908,-9.08,-6.878787878787879,0.7308,-0.09079999999999999,False,False,False
current,score_m60__rv30_over_rv60_ge_1,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv30_over_rv60>=1,1,328,203,158,45,0.7783251231527094,0.6189024390243902,0.716313824774592,72.0,73.94581280788178,79.0,5,0,713.503,370.0,15011.0,15381.0,789.0,419.0,0.0525614549330491,0.027241401729406412,2.064039408866995,1.2774390243902438,0.7576847290640394,0.020640394088670022,196,117,92,25,0.7863247863247863,0.5969387755102041,0.7035748148826341,72.0,73.05128205128206,78.0,2,0,713.649,217.0,8547.0,8764.0,653.0,436.0,0.0764010764010764,0.04974897307165678,3.7264957264957266,2.2244897959183674,0.7490598290598293,0.037264957264957044,66,46,35,11,0.7608695652173914,0.696969696969697,0.6206486144237798,73.5,74.0,79.0,1,0,738.9065,84.0,3404.0,3488.0,96.0,12.0,0.0282021151586369,0.0034403669724770644,0.2608695652173913,0.18181818181818182,0.7582608695652174,0.00260869565217392,66,40,31,9,0.775,0.6060606060606061,0.6249690325768998,74.0,76.5,85.5,2,0,697.4835,69.0,3060.0,3129.0,40.0,-29.0,0.013071895424836602,-0.009268136784915308,-0.725,-0.4393939393939394,0.78225,-0.007249999999999979,False,False,False
current,score_m60__rv30_over_rv60_ge_1p2,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv30_over_rv60>=1.2,1,328,52,42,10,0.8076923076923077,0.15853658536585366,0.6810113918634199,74.5,75.75,81.0,3,0,717.429,92.0,3939.0,4031.0,261.0,169.0,0.06626047220106626,0.04192508062515505,3.25,0.5152439024390244,0.7751923076923076,0.032500000000000084,196,23,16,7,0.6956521739130435,0.11734693877551021,0.49134243731240795,72.0,75.17391304347827,79.5,1,0,717.898,42.0,1729.0,1771.0,-129.0,-171.0,-0.0746096009253904,-0.09655561829474874,-7.434782608695652,-0.8724489795918368,0.77,-0.07434782608695656,66,15,13,2,0.8666666666666667,0.22727272727272727,0.6211801716767764,71.0,73.46666666666667,81.5,0,0,760.028,26.0,1102.0,1128.0,198.0,172.0,0.17967332123411978,0.1524822695035461,11.466666666666667,2.606060606060606,0.7520000000000001,0.11466666666666658,66,14,13,1,0.9285714285714286,0.21212121212121213,0.6853129557584889,77.5,79.14285714285714,87.25,2,0,714.8025,24.0,1108.0,1132.0,192.0,168.0,0.17328519855595667,0.14840989399293286,12.0,2.5454545454545454,0.8085714285714286,0.12,False,False,True
current,score_m60__rv15_over_rv60_le_0p8,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv15_over_rv60<=0.8,1,328,164,127,37,0.774390243902439,0.5,0.7045641005181478,69.5,71.90853658536585,77.0,2,0,651.8589999999999,302.0,11793.0,12095.0,907.0,605.0,0.07691003137454422,0.05002066969822241,3.6890243902439024,1.8445121951219512,0.7375,0.036890243902439,196,104,83,21,0.7980769230769231,0.5306122448979592,0.7109532914424468,70.0,71.91346153846153,77.25,1,0,647.351,193.0,7479.0,7672.0,821.0,628.0,0.1097740339617596,0.08185610010427528,6.038461538461538,3.204081632653061,0.7376923076923076,0.06038461538461548,66,25,19,6,0.76,0.3787878787878788,0.5657031664457093,69.0,70.64,73.0,1,0,652.698,46.0,1766.0,1812.0,134.0,88.0,0.07587768969422423,0.04856512141280353,3.52,1.3333333333333333,0.7248,0.03520000000000001,66,35,25,10,0.7142857142857143,0.5303030303030303,0.5494506513681737,72.0,72.8,78.5,0,0,659.694,63.0,2548.0,2611.0,-48.0,-111.0,-0.018838304552590265,-0.0425124473381846,-3.1714285714285713,-1.6818181818181819,0.746,-0.031714285714285695,False,False,False
current,score_m60__rv15_over_rv60_le_1,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv15_over_rv60<=1,1,328,261,199,62,0.7624521072796935,0.7957317073170732,0.7072490433281009,69.0,69.95019157088123,74.0,1,0,714.395,505.0,18257.0,18762.0,1643.0,1138.0,0.08999287944350112,0.06065451444408912,4.360153256704981,3.4695121951219514,0.7188505747126437,0.043601532567049794,196,155,122,33,0.7870967741935484,0.7908163265306123,0.7161153535964172,68.0,69.81935483870967,73.0,1,0,713.649,299.0,10822.0,11121.0,1378.0,1079.0,0.12733321012751803,0.09702364895243233,6.961290322580645,5.505102040816326,0.717483870967742,0.06961290322580638,66,53,42,11,0.7924528301886793,0.803030303030303,0.6654225529835208,69.0,70.43396226415095,75.0,0,0,714.894,101.0,3733.0,3834.0,467.0,366.0,0.12510045539780337,0.09546165884194054,6.90566037735849,5.545454545454546,0.7233962264150943,0.06905660377358502,66,53,35,18,0.660377358490566,0.803030303030303,0.525947866375483,69.0,69.84905660377359,74.0,0,0,718.343,105.0,3702.0,3807.0,-202.0,-307.0,-0.05456509994597515,-0.08064092461255581,-5.7924528301886795,-4.651515151515151,0.718301886792453,-0.05792452830188699,False,False,False
current,score_m60__rv15_over_rv60_ge_1,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv15_over_rv60>=1,1,328,173,125,48,0.7225433526011561,0.5274390243902439,0.6515411684392892,73.0,75.34104046242774,81.0,8,0,711.389,306.0,13034.0,13340.0,-534.0,-840.0,-0.04096977136719349,-0.06296851574212893,-4.855491329479769,-2.5609756097560976,0.7710982658959538,-0.048554913294797664,196,97,70,27,0.7216494845360825,0.49489795918367346,0.6253236474067841,72.0,73.74226804123711,79.0,2,0,711.823,176.0,7153.0,7329.0,-153.0,-329.0,-0.02138962673004334,-0.044890162368672396,-3.3917525773195876,-1.6785714285714286,0.7555670103092784,-0.033917525773195956,66,39,29,10,0.7435897435897436,0.5909090909090909,0.5891834407831603,77.0,78.46153846153847,85.5,3,0,714.878,65.0,3060.0,3125.0,-160.0,-225.0,-0.05228758169934641,-0.072,-5.769230769230769,-3.409090909090909,0.8012820512820513,-0.05769230769230771,66,37,26,11,0.7027027027027027,0.5606060606060606,0.5421686408886435,75.0,76.24324324324324,81.0,3,0,703.339,65.0,2821.0,2886.0,-221.0,-286.0,-0.07834101382488479,-0.0990990990990991,-7.72972972972973,-4.333333333333333,0.78,-0.07729729729729728,False,False,False
current,score_m60__rv15_over_rv60_ge_1p2,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv15_over_rv60>=1.2,1,328,79,57,22,0.7215189873417721,0.24085365853658536,0.6141755025997596,75.0,77.55696202531645,86.0,7,0,766.153,134.0,6127.0,6261.0,-427.0,-561.0,-0.06969152929655623,-0.08960229995208434,-7.10126582278481,-1.7103658536585367,0.7925316455696202,-0.07101265822784808,196,48,34,14,0.7083333333333334,0.24489795918367346,0.5682074019042831,73.0,75.89583333333333,82.25,4,0,718.9100000000001,84.0,3643.0,3727.0,-243.0,-327.0,-0.06670326653856712,-0.08773812718003757,-6.8125,-1.6683673469387754,0.7764583333333334,-0.06812499999999999,66,18,12,6,0.6666666666666666,0.2727272727272727,0.437494672959451,76.5,77.83333333333333,84.0,1,0,773.4784999999999,31.0,1401.0,1432.0,-201.0,-232.0,-0.14346895074946467,-0.16201117318435754,-12.88888888888889,-3.515151515151515,0.7955555555555555,-0.12888888888888883,66,13,11,2,0.8461538461538461,0.19696969696969696,0.5776536898051745,83.0,83.3076923076923,92.0,2,0,713.842,19.0,1083.0,1102.0,17.0,-2.0,0.01569713758079409,-0.0018148820326678765,-0.15384615384615385,-0.030303030303030304,0.8476923076923076,-0.0015384615384614886,False,False,False
current,score_m60__rv15_minus_rv30_le_m10,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv15_minus_rv30<=-10,1,328,144,118,26,0.8194444444444444,0.43902439024390244,0.7485876541924738,69.0,71.67361111111111,76.0,3,0,701.6955,268.0,10321.0,10589.0,1479.0,1211.0,0.14330006782288537,0.11436396260270092,8.409722222222221,3.692073170731707,0.7353472222222223,0.08409722222222216,196,81,70,11,0.8641975308641975,0.413265306122449,0.7729693623122126,70.0,71.93827160493827,77.0,1,0,695.434,150.0,5827.0,5977.0,1173.0,1023.0,0.2013042732109147,0.17115609837711226,12.62962962962963,5.219387755102041,0.7379012345679012,0.12629629629629624,66,23,19,4,0.8260869565217391,0.3484848484848485,0.6286235235977387,69.0,71.69565217391305,75.0,1,0,712.301,42.0,1649.0,1691.0,251.0,209.0,0.15221346270466948,0.12359550561797752,9.08695652173913,3.1666666666666665,0.7352173913043478,0.09086956521739131,66,40,29,11,0.725,0.6060606060606061,0.5716504419378943,68.0,71.125,75.25,1,0,657.7915,76.0,2845.0,2921.0,55.0,-21.0,0.019332161687170474,-0.00718931872646354,-0.525,-0.3181818181818182,0.7302500000000001,-0.005250000000000088,False,False,False
current,score_m60__rv15_minus_rv30_le_0,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-100c; ask<=95; sec>=120; rv15_minus_rv30<=0,1,328,256,200,56,0.78125,0.7804878048780488,0.7266556785803728,69.0,71.42578125,76.0,4,0,707.1624999999999,478.0,18285.0,18763.0,1715.0,1237.0,0.09379272627837025,0.06592762351436338,4.83203125,3.7713414634146343,0.7329296875,0.04832031250000002,196,155,122,33,0.7870967741935484,0.7908163265306123,0.7161153535964172,69.0,71.38064516129032,75.0,3,0,698.071,286.0,11064.0,11350.0,1136.0,850.0,0.10267534345625452,0.07488986784140969,5.483870967741935,4.336734693877551,0.7322580645161291,0.05483870967741933,66,49,40,9,0.8163265306122449,0.7424242424242424,0.6864239739710013,70.0,71.34693877551021,76.0,0,0,712.794,93.0,3496.0,3589.0,504.0,411.0,0.14416475972540047,0.1145165784341042,8.387755102040817,6.2272727272727275,0.7324489795918369,0.08387755102040806,66,52,38,14,0.7307692307692307,0.7878787878787878,0.5974778016637287,69.0,71.63461538461539,76.25,1,0,657.7915,99.0,3725.0,3824.0,75.0,-24.0,0.020134228187919462,-0.006276150627615063,-0.46153846153846156,-0.36363636363636365,0.7353846153846155,-0.004615384615384799,False,False,False
