mode,family,label,observed_pass,target_pass,all_rows,all_wins,all_accuracy,all_retention,all_total_rows,all_contracts,all_contract_wins,all_trades,all_trade_wins,train_rows,train_wins,train_accuracy,train_retention,train_total_rows,train_contracts,train_contract_wins,train_trades,train_trade_wins,validation_rows,validation_wins,validation_accuracy,validation_retention,validation_total_rows,validation_contracts,validation_contract_wins,validation_trades,validation_trade_wins,holdout_rows,holdout_wins,holdout_accuracy,holdout_retention,holdout_total_rows,holdout_contracts,holdout_contract_wins,holdout_trades,holdout_trade_wins
favorite_minute_bucket,sqrt_time_boundary,margin/sqrt(sec)>=1.25,False,False,1201,1062,0.884263114071607,0.5641146077970879,2129,1201,1062,1201,1062,810,712,0.8790123456790123,0.6342991386061081,1277,810,712,810,712,206,175,0.8495145631067961,0.4835680751173709,426,206,175,206,175,185,175,0.9459459459459459,0.43427230046948356,426,185,175,185,175
favorite_minute_bucket,book_physics_confirm,book_mid>=0.70; Phi(margin/rv15)>=0.60,False,False,1185,1062,0.8962025316455696,0.556599342414279,2129,1185,1062,1185,1062,716,650,0.9078212290502793,0.5606891151135474,1277,716,650,716,650,231,195,0.8441558441558441,0.5422535211267606,426,231,195,231,195,238,217,0.9117647058823529,0.5586854460093896,426,238,217,238,217
favorite_minute_bucket,book_probability_spread,book_mid>=0.70; spread<=2,False,False,1205,1078,0.8946058091286307,0.5659934241427901,2129,1205,1078,1205,1078,725,658,0.9075862068965517,0.5677368833202819,1277,725,658,725,658,237,200,0.8438818565400844,0.5563380281690141,426,237,200,237,200,243,220,0.9053497942386831,0.5704225352112676,426,243,220,243,220
favorite_minute_bucket,drift_rv15,drift_p_5m_rv15>=0.95,False,False,923,823,0.8916576381365113,0.4335368717707844,2129,923,823,923,823,578,517,0.8944636678200693,0.45262333594361787,1277,578,517,578,517,160,135,0.84375,0.3755868544600939,426,160,135,160,135,185,171,0.9243243243243243,0.43427230046948356,426,185,171,185,171
favorite_minute_bucket,book_physics_confirm,book_mid>=0.70; Phi(margin/rv15)>=0.55,False,False,1198,1072,0.8948247078464107,0.5627054955378111,2129,1198,1072,1198,1072,722,655,0.907202216066482,0.5653876272513704,1277,722,655,722,655,235,198,0.8425531914893617,0.5516431924882629,426,235,198,235,198,241,219,0.9087136929460581,0.5657276995305164,426,241,219,241,219
favorite_minute_bucket,book_physics_confirm,book_mid>=0.70; Phi(margin/rv15)>=0.50,False,False,1206,1079,0.8946932006633499,0.5664631282292156,2129,1206,1079,1206,1079,725,658,0.9075862068965517,0.5677368833202819,1277,725,658,725,658,238,200,0.8403361344537815,0.5586854460093896,426,238,200,238,200,243,221,0.9094650205761317,0.5704225352112676,426,243,221,243,221
favorite_minute_bucket,book_probability,book_mid>=0.70,False,False,1208,1080,0.8940397350993378,0.5674025364020667,2129,1208,1080,1208,1080,726,659,0.9077134986225895,0.5685199686765857,1277,726,659,726,659,238,200,0.8403361344537815,0.5586854460093896,426,238,200,238,200,244,221,0.9057377049180327,0.5727699530516432,426,244,221,244,221
favorite_minute_bucket,book_probability_spread,book_mid>=0.70; spread<=10,False,False,1208,1080,0.8940397350993378,0.5674025364020667,2129,1208,1080,1208,1080,726,659,0.9077134986225895,0.5685199686765857,1277,726,659,726,659,238,200,0.8403361344537815,0.5586854460093896,426,238,200,238,200,244,221,0.9057377049180327,0.5727699530516432,426,244,221,244,221
favorite_minute_bucket,book_probability_spread,book_mid>=0.70; spread<=5,False,False,1207,1079,0.8939519469759735,0.5669328323156412,2129,1207,1079,1207,1079,725,658,0.9075862068965517,0.5677368833202819,1277,725,658,725,658,238,200,0.8403361344537815,0.5586854460093896,426,238,200,238,200,244,221,0.9057377049180327,0.5727699530516432,426,244,221,244,221
favorite_minute_bucket,book_physics_confirm,book_mid>=0.60; Phi(margin/rv15)>=0.65,False,False,1262,1120,0.8874801901743264,0.5927665570690465,2129,1262,1120,1262,1120,763,684,0.8964613368283093,0.5974941268598277,1277,763,684,763,684,240,201,0.8375,0.5633802816901409,426,240,201,240,201,259,235,0.9073359073359073,0.607981220657277,426,259,235,259,235
favorite_minute_bucket,brownian_rv15,Phi(margin/rv15)>=0.65,False,False,1285,1135,0.8832684824902723,0.6035697510568342,2129,1285,1135,1285,1135,778,692,0.8894601542416453,0.6092404072043853,1277,778,692,778,692,242,202,0.8347107438016529,0.568075117370892,426,242,202,242,202,265,241,0.909433962264151,0.6220657276995305,426,265,241,265,241
favorite_minute_bucket,brownian_rv30,Phi(margin/rv30)>=0.65,False,False,1248,1104,0.8846153846153846,0.5861906998590888,2129,1248,1104,1248,1104,757,678,0.8956406869220608,0.5927956147220047,1277,757,678,757,678,234,195,0.8333333333333334,0.5492957746478874,426,234,195,234,195,257,231,0.8988326848249028,0.6032863849765259,426,257,231,257,231
favorite_minute_bucket,book_probability_spread,book_mid>=0.65; spread<=2,False,False,1364,1194,0.875366568914956,0.6406763738844528,2129,1364,1194,1364,1194,829,733,0.8841978287092883,0.6491777603758809,1277,829,733,829,733,258,215,0.8333333333333334,0.6056338028169014,426,258,215,258,215,277,246,0.8880866425992779,0.6502347417840375,426,277,246,277,246
favorite_minute_bucket,sqrt_time_boundary,margin/sqrt(sec)>=1,False,False,1308,1139,0.8707951070336392,0.6143729450446219,2129,1308,1139,1308,1139,869,756,0.8699654775604143,0.6805011746280345,1277,869,756,869,756,232,193,0.8318965517241379,0.5446009389671361,426,232,193,232,193,207,190,0.9178743961352657,0.4859154929577465,426,207,190,207,190
favorite_minute_bucket,book_probability,book_mid>=0.65,False,False,1368,1197,0.875,0.642555190230155,2129,1368,1197,1368,1197,830,734,0.8843373493975903,0.6499608457321848,1277,830,734,830,734,259,215,0.8301158301158301,0.607981220657277,426,259,215,259,215,279,248,0.8888888888888888,0.6549295774647887,426,279,248,279,248
favorite_minute_bucket,book_probability_spread,book_mid>=0.65; spread<=10,False,False,1368,1197,0.875,0.642555190230155,2129,1368,1197,1368,1197,830,734,0.8843373493975903,0.6499608457321848,1277,830,734,830,734,259,215,0.8301158301158301,0.607981220657277,426,259,215,259,215,279,248,0.8888888888888888,0.6549295774647887,426,279,248,279,248
favorite_minute_bucket,book_probability_spread,book_mid>=0.65; spread<=5,False,False,1367,1196,0.8749085588880761,0.6420854861437294,2129,1367,1196,1367,1196,829,733,0.8841978287092883,0.6491777603758809,1277,829,733,829,733,259,215,0.8301158301158301,0.607981220657277,426,259,215,259,215,279,248,0.8888888888888888,0.6549295774647887,426,279,248,279,248
favorite_minute_bucket,drift_rv15,drift_p_5m_rv15>=0.90,False,False,1098,961,0.8752276867030966,0.5157350868952559,2129,1098,961,1098,961,676,594,0.878698224852071,0.5293657008613939,1277,676,594,676,594,198,163,0.8232323232323232,0.4647887323943662,426,198,163,198,163,224,204,0.9107142857142857,0.5258215962441315,426,224,204,224,204
favorite_minute_bucket,sqrt_time_boundary,margin/sqrt(sec)>=0.75,False,False,1449,1239,0.855072463768116,0.6806012212306247,2129,1449,1239,1449,1239,944,806,0.8538135593220338,0.7392325763508223,1277,944,806,944,806,266,216,0.8120300751879699,0.6244131455399061,426,266,216,266,216,239,217,0.9079497907949791,0.5610328638497653,426,239,217,239,217
favorite_minute_bucket,book_physics_confirm,book_mid>=0.60; Phi(margin/rv15)>=0.60,False,False,1413,1219,0.8627034677990092,0.6636918741193049,2129,1413,1219,1413,1219,857,748,0.8728121353558926,0.6711041503523885,1277,857,748,857,748,274,221,0.8065693430656934,0.6431924882629108,426,274,221,274,221,282,250,0.8865248226950354,0.6619718309859155,426,282,250,282,250
favorite_minute_bucket,brownian_rv30,Phi(margin/rv30)>=0.60,False,False,1458,1243,0.8525377229080933,0.6848285580084547,2129,1458,1243,1458,1243,882,758,0.8594104308390023,0.6906812842599843,1277,882,758,882,758,284,227,0.7992957746478874,0.6666666666666666,426,284,227,284,227,292,258,0.8835616438356164,0.6854460093896714,426,292,258,292,258
favorite_minute_bucket,brownian_rv15,Phi(margin/rv15)>=0.60,False,False,1490,1268,0.851006711409396,0.6998590887740723,2129,1490,1268,1490,1268,906,776,0.8565121412803532,0.7094753328112764,1277,906,776,906,776,292,233,0.797945205479452,0.6854460093896714,426,292,233,292,233,292,259,0.886986301369863,0.6854460093896714,426,292,259,292,259
favorite_minute_bucket,realized_vol_cushion,margin/rv15>=0.25,False,False,1497,1271,0.8490313961255845,0.7031470173790512,2129,1497,1271,1497,1271,910,778,0.8549450549450549,0.7126076742364917,1277,910,778,910,778,293,233,0.7952218430034129,0.687793427230047,426,293,233,293,233,294,260,0.8843537414965986,0.6901408450704225,426,294,260,294,260
favorite_minute_bucket,drift_rv15,drift_p_5m_rv15>=0.85,False,False,1255,1067,0.850199203187251,0.5894786284640676,2129,1255,1067,1255,1067,763,658,0.8623853211009175,0.5974941268598277,1277,763,658,763,658,237,186,0.7848101265822784,0.5563380281690141,426,237,186,237,186,255,223,0.8745098039215686,0.5985915492957746,426,255,223,255,223
favorite_minute_bucket,sqrt_time_boundary,margin/sqrt(sec)>=0.5,False,False,1620,1345,0.8302469135802469,0.7609206200093941,2129,1620,1345,1620,1345,1022,848,0.8297455968688845,0.8003132341425215,1277,1022,848,1022,848,312,243,0.7788461538461539,0.7323943661971831,426,312,243,312,243,286,254,0.8881118881118881,0.6713615023474179,426,286,254,286,254
favorite_minute_bucket,book_physics_confirm,book_mid>=0.60; Phi(margin/rv15)>=0.55,False,False,1512,1282,0.8478835978835979,0.7101925786754345,2129,1512,1282,1512,1282,915,792,0.8655737704918033,0.716523101018011,1277,915,792,915,792,293,227,0.7747440273037542,0.687793427230047,426,293,227,293,227,304,263,0.8651315789473685,0.7136150234741784,426,304,263,304,263
favorite_minute_bucket,drift_rv15,drift_p_5m_rv15>=0.80,False,False,1372,1155,0.8418367346938775,0.6444340065758573,2129,1372,1155,1372,1155,837,719,0.8590203106332138,0.6554424432263116,1277,837,719,837,719,267,205,0.7677902621722846,0.6267605633802817,426,267,205,267,205,268,231,0.8619402985074627,0.6291079812206573,426,268,231,268,231
favorite_minute_bucket,book_physics_confirm,book_mid>=0.60; Phi(margin/rv15)>=0.50,False,False,1546,1304,0.8434670116429496,0.7261625176139033,2129,1546,1304,1546,1304,933,804,0.8617363344051447,0.73061863743148,1277,933,804,933,804,302,231,0.7649006622516556,0.7089201877934272,426,302,231,302,231,311,269,0.864951768488746,0.7300469483568075,426,311,269,311,269
favorite_minute_bucket,book_probability_spread,book_mid>=0.60; spread<=2,False,False,1559,1310,0.8402822322001283,0.7322686707374354,2129,1559,1310,1559,1310,945,811,0.8582010582010582,0.7400156617071261,1277,945,811,945,811,303,231,0.7623762376237624,0.7112676056338029,426,303,231,303,231,311,268,0.8617363344051447,0.7300469483568075,426,311,268,311,268
favorite_minute_bucket,drift_rv15,drift_p_5m_rv15>=0.75,False,False,1468,1223,0.8331062670299727,0.6895255988727101,2129,1468,1223,1468,1223,889,755,0.8492688413948256,0.6961628817541112,1277,889,755,889,755,289,220,0.7612456747404844,0.6784037558685446,426,289,220,289,220,290,248,0.8551724137931035,0.6807511737089202,426,290,248,290,248
favorite_minute_bucket,book_probability,book_mid>=0.60,False,False,1564,1313,0.8395140664961637,0.7346171911695631,2129,1564,1313,1564,1313,946,812,0.8583509513742071,0.74079874706343,1277,946,812,946,812,304,231,0.7598684210526315,0.7136150234741784,426,304,231,304,231,314,270,0.8598726114649682,0.7370892018779343,426,314,270,314,270
favorite_minute_bucket,book_probability_spread,book_mid>=0.60; spread<=10,False,False,1564,1313,0.8395140664961637,0.7346171911695631,2129,1564,1313,1564,1313,946,812,0.8583509513742071,0.74079874706343,1277,946,812,946,812,304,231,0.7598684210526315,0.7136150234741784,426,304,231,304,231,314,270,0.8598726114649682,0.7370892018779343,426,314,270,314,270
favorite_minute_bucket,book_probability_spread,book_mid>=0.60; spread<=5,False,False,1563,1312,0.8394113883557262,0.7341474870831376,2129,1563,1312,1563,1312,945,811,0.8582010582010582,0.7400156617071261,1277,945,811,945,811,304,231,0.7598684210526315,0.7136150234741784,426,304,231,304,231,314,270,0.8598726114649682,0.7370892018779343,426,314,270,314,270
favorite_minute_bucket,brownian_rv30,Phi(margin/rv30)>=0.55,False,False,1721,1398,0.8123184195235328,0.8083607327383748,2129,1721,1398,1721,1398,1033,852,0.8247821878025169,0.8089271730618638,1277,1033,852,1033,852,343,255,0.7434402332361516,0.8051643192488263,426,343,255,343,255,345,291,0.8434782608695652,0.8098591549295775,426,345,291,345,291
favorite_minute_bucket,drift_rv15,drift_p_5m_rv15>=0.70,False,False,1552,1276,0.8221649484536082,0.7289807421324566,2129,1552,1276,1552,1276,936,787,0.8408119658119658,0.7329678935003915,1277,936,787,936,787,307,227,0.739413680781759,0.7206572769953051,426,307,227,307,227,309,262,0.8478964401294499,0.7253521126760564,426,309,262,309,262
favorite_minute_bucket,brownian_rv15,Phi(margin/rv15)>=0.55,False,False,1747,1413,0.8088151116199198,0.8205730389854392,2129,1747,1413,1747,1413,1047,862,0.8233046800382043,0.8198903680501175,1277,1047,862,1047,862,348,257,0.7385057471264368,0.8169014084507042,426,348,257,348,257,352,294,0.8352272727272727,0.8262910798122066,426,352,294,352,294
favorite_minute_bucket,adverse_drift_guard,book_mid>=0.50; block adverse15>10,False,False,1700,1357,0.798235294117647,0.7984969469234382,2129,1700,1357,1700,1357,1023,833,0.8142717497556208,0.8010963194988254,1277,1023,833,1023,833,333,245,0.7357357357357357,0.7816901408450704,426,333,245,333,245,344,279,0.811046511627907,0.8075117370892019,426,344,279,344,279
favorite_minute_bucket,drift_rv15,drift_p_5m_rv15>=0.65,False,False,1644,1338,0.8138686131386861,0.7721935180836074,2129,1644,1338,1644,1338,994,823,0.8279678068410463,0.7783868441660141,1277,994,823,994,823,325,238,0.7323076923076923,0.7629107981220657,426,325,238,325,238,325,277,0.8523076923076923,0.7629107981220657,426,325,277,325,277
favorite_minute_bucket,drift_rv15,drift_p_5m_rv15>=0.60,False,False,1709,1381,0.8080748976009362,0.8027242837012682,2129,1709,1381,1709,1381,1035,847,0.8183574879227054,0.8104933437744715,1277,1035,847,1035,847,339,248,0.7315634218289085,0.795774647887324,426,339,248,339,248,335,286,0.8537313432835821,0.7863849765258216,426,335,286,335,286
favorite_minute_bucket,book_probability_spread,book_mid>=0.55; spread<=2,False,False,1814,1468,0.8092613009922822,0.8520432127759512,2129,1814,1468,1814,1468,1100,909,0.8263636363636364,0.8613938919342208,1277,1100,909,1100,909,358,260,0.7262569832402235,0.8403755868544601,426,358,260,358,260,356,299,0.8398876404494382,0.8356807511737089,426,356,299,356,299
favorite_minute_bucket,sqrt_time_boundary,margin/sqrt(sec)>=0.25,False,False,1802,1447,0.8029966703662597,0.8464067637388445,2129,1802,1447,1802,1447,1102,897,0.8139745916515426,0.8629600626468285,1277,1102,897,1102,897,359,260,0.724233983286908,0.8427230046948356,426,359,260,359,260,341,290,0.8504398826979472,0.8004694835680751,426,341,290,341,290
favorite_minute_bucket,book_probability_spread,book_mid>=0.55; spread<=5,False,False,1822,1471,0.8073545554335895,0.8558008454673556,2129,1822,1471,1822,1471,1100,909,0.8263636363636364,0.8613938919342208,1277,1100,909,1100,909,360,260,0.7222222222222222,0.8450704225352113,426,360,260,360,260,362,302,0.8342541436464088,0.8497652582159625,426,362,302,362,302
favorite_minute_bucket,book_probability,book_mid>=0.55,False,False,1824,1472,0.8070175438596491,0.8567402536402067,2129,1824,1472,1824,1472,1101,910,0.8265213442325159,0.8621769772905247,1277,1101,910,1101,910,361,260,0.7202216066481995,0.8474178403755869,426,361,260,361,260,362,302,0.8342541436464088,0.8497652582159625,426,362,302,362,302
favorite_minute_bucket,book_probability_spread,book_mid>=0.55; spread<=10,False,False,1824,1472,0.8070175438596491,0.8567402536402067,2129,1824,1472,1824,1472,1101,910,0.8265213442325159,0.8621769772905247,1277,1101,910,1101,910,361,260,0.7202216066481995,0.8474178403755869,426,361,260,361,260,362,302,0.8342541436464088,0.8497652582159625,426,362,302,362,302
favorite_minute_bucket,drift_rv15,drift_p_5m_rv15>=0.55,False,False,1779,1424,0.8004496908375491,0.8356035697510569,2129,1779,1424,1779,1424,1073,873,0.8136067101584343,0.8402505873140172,1277,1073,873,1073,873,356,256,0.7191011235955056,0.8356807511737089,426,356,256,356,256,350,295,0.8428571428571429,0.8215962441314554,426,350,295,350,295
favorite_minute_bucket,adverse_drift_guard,book_mid>=0.50; block adverse15>25,False,False,1811,1433,0.7912755383765875,0.8506341005166745,2129,1811,1433,1811,1433,1073,869,0.809878844361603,0.8402505873140172,1277,1073,869,1073,869,363,261,0.71900826446281,0.852112676056338,426,363,261,363,261,375,303,0.808,0.8802816901408451,426,375,303,375,303
favorite_minute_bucket,adverse_drift_guard,book_mid>=0.50; block adverse15>50,False,False,1923,1505,0.7826313052522101,0.9032409581963363,2129,1923,1505,1923,1505,1129,906,0.8024800708591674,0.8841033672670321,1277,1129,906,1129,906,397,282,0.7103274559193955,0.931924882629108,426,397,282,397,282,397,317,0.7984886649874056,0.931924882629108,426,397,317,397,317
favorite_minute_bucket,drift_rv15,drift_p_5m_rv15>=0.50,False,False,1846,1465,0.7936078006500542,0.8670737435415689,2129,1846,1465,1846,1465,1112,901,0.810251798561151,0.8707909162098669,1277,1112,901,1112,901,369,262,0.7100271002710027,0.8661971830985915,426,369,262,369,262,365,302,0.8273972602739726,0.8568075117370892,426,365,302,365,302
favorite_minute_bucket,adverse_drift_guard,book_mid>=0.50; block adverse15>75,False,False,1995,1555,0.7794486215538847,0.937059652418976,2129,1995,1555,1995,1555,1174,937,0.7981260647359455,0.9193422083007048,1277,1174,937,1174,937,411,291,0.708029197080292,0.9647887323943662,426,411,291,411,291,410,327,0.7975609756097561,0.9624413145539906,426,410,327,410,327
favorite_minute_bucket,adverse_drift_guard,book_mid>=0.50; block adverse15>100,False,False,2055,1596,0.7766423357664234,0.9652418976045092,2129,2055,1596,2055,1596,1214,966,0.7957166392092258,0.9506656225528582,1277,1214,966,1214,966,418,294,0.7033492822966507,0.9812206572769953,426,418,294,418,294,423,336,0.7943262411347518,0.9929577464788732,426,423,336,423,336
favorite_minute_bucket,book_probability_spread,book_mid>=0.50; spread<=2,False,False,2115,1630,0.7706855791962175,0.9934241427900423,2129,2115,1630,2115,1630,1276,1002,0.7852664576802508,0.9992169146436961,1277,1276,1002,1276,1002,421,293,0.6959619952494062,0.9882629107981221,426,421,293,421,293,418,335,0.8014354066985646,0.9812206572769953,426,418,335,418,335
favorite_minute_bucket,book_probability_spread,book_mid>=0.50; spread<=5,False,False,2127,1635,0.768688293370945,0.9990605918271489,2129,2127,1635,2127,1635,1276,1002,0.7852664576802508,0.9992169146436961,1277,1276,1002,1276,1002,425,294,0.691764705882353,0.9976525821596244,426,425,294,425,294,426,339,0.795774647887324,1.0,426,426,339,426,339
favorite_minute_bucket,brownian_rv15,Phi(margin/rv15)>=0.50,False,False,1980,1545,0.7803030303030303,0.9300140911225928,2129,1980,1545,1980,1545,1179,942,0.7989821882951654,0.9232576350822239,1277,1179,942,1179,942,399,276,0.6917293233082706,0.9366197183098591,426,399,276,399,276,402,327,0.8134328358208955,0.9436619718309859,426,402,327,402,327
favorite_minute_bucket,brownian_rv30,Phi(margin/rv30)>=0.50,False,False,1980,1545,0.7803030303030303,0.9300140911225928,2129,1980,1545,1980,1545,1179,942,0.7989821882951654,0.9232576350822239,1277,1179,942,1179,942,399,276,0.6917293233082706,0.9366197183098591,426,399,276,399,276,402,327,0.8134328358208955,0.9436619718309859,426,402,327,402,327
favorite_minute_bucket,realized_vol_cushion,margin/rv15>=0,False,False,1980,1545,0.7803030303030303,0.9300140911225928,2129,1980,1545,1980,1545,1179,942,0.7989821882951654,0.9232576350822239,1277,1179,942,1179,942,399,276,0.6917293233082706,0.9366197183098591,426,399,276,399,276,402,327,0.8134328358208955,0.9436619718309859,426,402,327,402,327
favorite_minute_bucket,sqrt_time_boundary,margin/sqrt(sec)>=0,False,False,1980,1545,0.7803030303030303,0.9300140911225928,2129,1980,1545,1980,1545,1179,942,0.7989821882951654,0.9232576350822239,1277,1179,942,1179,942,399,276,0.6917293233082706,0.9366197183098591,426,399,276,399,276,402,327,0.8134328358208955,0.9436619718309859,426,402,327,402,327
favorite_minute_bucket,sqrt_time_boundary,margin/sqrt(sec)>=-0.5,False,False,2109,1622,0.7690848743480322,0.9906059182714889,2129,2109,1622,2109,1622,1263,992,0.7854315122723674,0.9890368050117463,1277,1263,992,1263,992,421,291,0.6912114014251781,0.9882629107981221,426,421,291,421,291,425,339,0.7976470588235294,0.9976525821596244,426,425,339,425,339
favorite_minute_bucket,book_probability,book_mid>=0.50,False,False,2129,1636,0.7684358853922029,1.0,2129,2129,1636,2129,1636,1277,1003,0.7854346123727486,1.0,1277,1277,1003,1277,1003,426,294,0.6901408450704225,1.0,426,426,294,426,294,426,339,0.795774647887324,1.0,426,426,339,426,339
favorite_minute_bucket,book_probability_spread,book_mid>=0.50; spread<=10,False,False,2129,1636,0.7684358853922029,1.0,2129,2129,1636,2129,1636,1277,1003,0.7854346123727486,1.0,1277,1277,1003,1277,1003,426,294,0.6901408450704225,1.0,426,426,294,426,294,426,339,0.795774647887324,1.0,426,426,339,426,339
favorite_minute_bucket,realized_vol_cushion,margin/rv15>=-1,False,False,2129,1636,0.7684358853922029,1.0,2129,2129,1636,2129,1636,1277,1003,0.7854346123727486,1.0,1277,1277,1003,1277,1003,426,294,0.6901408450704225,1.0,426,426,294,426,294,426,339,0.795774647887324,1.0,426,426,339,426,339
favorite_minute_bucket,realized_vol_cushion,margin/rv15>=-0.5,False,False,2128,1635,0.7683270676691729,0.9995302959135745,2129,2128,1635,2128,1635,1276,1002,0.7852664576802508,0.9992169146436961,1277,1276,1002,1276,1002,426,294,0.6901408450704225,1.0,426,426,294,426,294,426,339,0.795774647887324,1.0,426,426,339,426,339
favorite_minute_bucket,sqrt_time_boundary,margin/sqrt(sec)>=-1,False,False,2125,1632,0.768,0.9981211836542978,2129,2125,1632,2125,1632,1273,999,0.7847604084838963,0.9968676585747847,1277,1273,999,1273,999,426,294,0.6901408450704225,1.0,426,426,294,426,294,426,339,0.795774647887324,1.0,426,426,339,426,339
favorite_minute_bucket,adverse_drift_guard,book_mid>=0.50; block adverse15>150,False,False,2103,1627,0.7736566809320019,0.9877876937529356,2129,2103,1627,2103,1627,1252,995,0.7947284345047924,0.980422866092404,1277,1252,995,1252,995,426,294,0.6901408450704225,1.0,426,426,294,426,294,425,338,0.7952941176470588,0.9976525821596244,426,425,338,425,338
favorite_first_per_market,drift_rv15,drift_p_5m_rv15>=0.95,False,False,18,14,0.7777777777777778,0.1267605633802817,142,18,14,18,14,11,9,0.8181818181818182,0.12941176470588237,85,11,9,11,9,4,3,0.75,0.14285714285714285,28,4,3,4,3,3,2,0.6666666666666666,0.10344827586206896,29,3,2,3,2
favorite_first_per_market,drift_rv15,drift_p_5m_rv15>=0.90,False,False,27,21,0.7777777777777778,0.19014084507042253,142,27,21,27,21,16,13,0.8125,0.18823529411764706,85,16,13,16,13,5,3,0.6,0.17857142857142858,28,5,3,5,3,6,5,0.8333333333333334,0.20689655172413793,29,6,5,6,5
favorite_first_per_market,adverse_drift_guard,book_mid>=0.50; block adverse15>10,False,False,79,52,0.6582278481012658,0.5563380281690141,142,79,52,79,52,44,30,0.6818181818181818,0.5176470588235295,85,44,30,44,30,15,10,0.6666666666666666,0.5357142857142857,28,15,10,15,10,20,12,0.6,0.6896551724137931,29,20,12,20,12
favorite_first_per_market,adverse_drift_guard,book_mid>=0.50; block adverse15>50,False,False,104,67,0.6442307692307693,0.7323943661971831,142,104,67,104,67,57,39,0.6842105263157895,0.6705882352941176,85,57,39,57,39,23,14,0.6086956521739131,0.8214285714285714,28,23,14,23,14,24,14,0.5833333333333334,0.8275862068965517,29,24,14,24,14
favorite_first_per_market,drift_rv15,drift_p_5m_rv15>=0.85,False,False,39,27,0.6923076923076923,0.2746478873239437,142,39,27,39,27,25,18,0.72,0.29411764705882354,85,25,18,25,18,7,4,0.5714285714285714,0.25,28,7,4,7,4,7,5,0.7142857142857143,0.2413793103448276,29,7,5,7,5
favorite_first_per_market,adverse_drift_guard,book_mid>=0.50; block adverse15>25,False,False,87,56,0.6436781609195402,0.6126760563380281,142,87,56,87,56,47,33,0.7021276595744681,0.5529411764705883,85,47,33,47,33,19,11,0.5789473684210527,0.6785714285714286,28,19,11,19,11,21,12,0.5714285714285714,0.7241379310344828,29,21,12,21,12
favorite_first_per_market,adverse_drift_guard,book_mid>=0.50; block adverse15>75,False,False,115,76,0.6608695652173913,0.8098591549295775,142,115,76,115,76,65,47,0.7230769230769231,0.7647058823529411,85,65,47,65,47,25,14,0.56,0.8928571428571429,28,25,14,25,14,25,15,0.6,0.8620689655172413,29,25,15,25,15
favorite_first_per_market,book_probability_spread,book_mid>=0.50; spread<=2,False,False,140,89,0.6357142857142857,0.9859154929577465,142,140,89,140,89,85,57,0.6705882352941176,1.0,85,85,57,85,57,27,14,0.5185185185185185,0.9642857142857143,28,27,14,27,14,28,18,0.6428571428571429,0.9655172413793104,29,28,18,28,18
favorite_first_per_market,adverse_drift_guard,book_mid>=0.50; block adverse15>100,False,False,126,81,0.6428571428571429,0.8873239436619719,142,126,81,126,81,71,50,0.704225352112676,0.8352941176470589,85,71,50,71,50,27,14,0.5185185185185185,0.9642857142857143,28,27,14,27,14,28,17,0.6071428571428571,0.9655172413793104,29,28,17,28,17
favorite_first_per_market,brownian_rv15,Phi(margin/rv15)>=0.60,False,False,21,13,0.6190476190476191,0.14788732394366197,142,21,13,21,13,12,7,0.5833333333333334,0.1411764705882353,85,12,7,12,7,6,3,0.5,0.21428571428571427,28,6,3,6,3,3,3,1.0,0.10344827586206896,29,3,3,3,3
favorite_first_per_market,book_physics_confirm,book_mid>=0.60; Phi(margin/rv15)>=0.60,False,False,6,4,0.6666666666666666,0.04225352112676056,142,6,4,6,4,3,2,0.6666666666666666,0.03529411764705882,85,3,2,3,2,2,1,0.5,0.07142857142857142,28,2,1,2,1,1,1,1.0,0.034482758620689655,29,1,1,1,1
favorite_first_per_market,book_physics_confirm,book_mid>=0.60; Phi(margin/rv15)>=0.65,False,False,5,4,0.8,0.035211267605633804,142,5,4,5,4,2,2,1.0,0.023529411764705882,85,2,2,2,2,2,1,0.5,0.07142857142857142,28,2,1,2,1,1,1,1.0,0.034482758620689655,29,1,1,1,1
favorite_first_per_market,sqrt_time_boundary,margin/sqrt(sec)>=-0.5,False,False,132,84,0.6363636363636364,0.9295774647887324,142,132,84,132,84,80,54,0.675,0.9411764705882353,85,80,54,80,54,24,12,0.5,0.8571428571428571,28,24,12,24,12,28,18,0.6428571428571429,0.9655172413793104,29,28,18,28,18
favorite_first_per_market,book_probability,book_mid>=0.50,False,False,142,89,0.6267605633802817,1.0,142,142,89,142,89,85,57,0.6705882352941176,1.0,85,85,57,85,57,28,14,0.5,1.0,28,28,14,28,14,29,18,0.6206896551724138,1.0,29,29,18,29,18
favorite_first_per_market,book_probability_spread,book_mid>=0.50; spread<=5,False,False,142,89,0.6267605633802817,1.0,142,142,89,142,89,85,57,0.6705882352941176,1.0,85,85,57,85,57,28,14,0.5,1.0,28,28,14,28,14,29,18,0.6206896551724138,1.0,29,29,18,29,18
favorite_first_per_market,book_probability_spread,book_mid>=0.50; spread<=10,False,False,142,89,0.6267605633802817,1.0,142,142,89,142,89,85,57,0.6705882352941176,1.0,85,85,57,85,57,28,14,0.5,1.0,28,28,14,28,14,29,18,0.6206896551724138,1.0,29,29,18,29,18
favorite_first_per_market,realized_vol_cushion,margin/rv15>=-1,False,False,142,89,0.6267605633802817,1.0,142,142,89,142,89,85,57,0.6705882352941176,1.0,85,85,57,85,57,28,14,0.5,1.0,28,28,14,28,14,29,18,0.6206896551724138,1.0,29,29,18,29,18
