row_id,market_ticker,decision_ts_utc,market_close_ts_utc,strike,seconds_to_close,side,source_file,source_line_or_offset,source_type,source_quality_tier,is_pre_resolution,is_pre_resolution_registered,is_recomputed_after_resolution,is_backfilled,is_simulated,is_sidecar,is_diagnostic_only,allowed_for_forward_promotion,exclusion_reason,yes_bid_cents,yes_ask_cents,no_bid_cents,no_ask_cents,ask_cents,bid_cents,book_implied_yes_from_side_ask,book_mid_yes_cents,book_width_cents,book_source_event_count,raw_capture_ts_utc,btc_spot,btc_source,btc_tick_ts_utc,btc_tick_age_ms,reference_spot,btc_stale_flag,btc_return_15s,btc_return_60s,btc_return_180s,btc_return_300s,btc_return_900s,signed_move_1m_dollars,signed_move_3m_dollars,signed_move_5m_dollars,max_adverse_move_3m,max_adverse_move_5m,max_adverse_move_15m,v28_p_yes,v28_p_no,v28_p_side,v28_best_side,v28_fair_yes_cents,v28_fair_no_cents,v28_best_fair_cents,v28_yes_edge_cents,v28_no_edge_cents,v28_best_edge_cents,v28_p_anchor,v28_p_static_boundary_field,v28_p_recent_transport,v28_p_long_transport,v28_edge_gate,v28_static_gate,v28_arrow,v28_volshock,v28_transport_recent_n,v28_transport_long_n,v28_learned_horizon_minutes,v28_effective_horizon_minutes,v28_sigma_t_dollars,v28_d_sigma,candidate_id,model_hash,model_type,model_track,candidate_p_yes,candidate_fair_yes_cents,candidate_fair_no_cents,candidate_fair_side_cents,candidate_edge_cents,candidate_feature_manifest_hash,candidate_feature_table_hash,has_btc_state,has_v28_baseline,has_candidate_prediction,has_settlement_label,eligible_for_candidate_prediction
c377bb57ae0e2dfd3719c13b,KXBTC15M-26MAY111210-100000,2026-05-11T12:00:00.000Z,2026-05-11T12:10:00.000Z,100000,600.000000,yes,research_v28_successor_sidecar_packet_collector_demo,1,v28_successor_sidecar_packet_checkpoint,synthetic_contract_fixture_not_evidence,True,True,False,False,True,True,True,False,not_frozen_candidate_prediction_registry,52.000000,54.000000,46.000000,48.000000,54.000000,52.000000,0.54,53.000000,2.000000,25,2026-05-11T12:00:00.000Z,100020.000000,adapter_demo_btc_history,2026-05-11T12:00:00.000Z,0.000000,100020.000000,False,1.79967246e-05,5.999160118e-05,0.0001719951841,0.000284023858,0.0008445438863,6.000000,17.200000,28.400000,17.200000,28.400000,84.400000,0.571,0.429,0.571,yes,57.100000,42.900000,57.100000,2.100000,-5.100000,2.100000,0.552,0.558,0.568,0.561,0.52,0.91,0.04,0.12,320,2100,10,10,115.000000,-0.1739130435,v28s_logistic_calibration_v001,065072105a4f4792a473a741,regularized_logistic,pure_physics,0.5706245323,57.062453,42.937547,57.062453,3.062453,03d1ec494e707394a3d8c39e,e4dea4b07de3169c96139cba6e704336537d63676d193a9e0efac6c3fa63f0d5,True,True,True,False,True
23d02998db97c3d6efd56678,KXBTC15M-26MAY111210-100000,2026-05-11T12:00:00.000Z,2026-05-11T12:10:00.000Z,100000,600.000000,yes,research_v28_successor_sidecar_packet_collector_demo,1,v28_successor_sidecar_packet_checkpoint,synthetic_contract_fixture_not_evidence,True,True,False,False,True,True,True,False,not_frozen_candidate_prediction_registry,52.000000,54.000000,46.000000,48.000000,54.000000,52.000000,0.54,53.000000,2.000000,25,2026-05-11T12:00:00.000Z,100020.000000,adapter_demo_btc_history,2026-05-11T12:00:00.000Z,0.000000,100020.000000,False,1.79967246e-05,5.999160118e-05,0.0001719951841,0.000284023858,0.0008445438863,6.000000,17.200000,28.400000,17.200000,28.400000,84.400000,0.571,0.429,0.571,yes,57.100000,42.900000,57.100000,2.100000,-5.100000,2.100000,0.552,0.558,0.568,0.561,0.52,0.91,0.04,0.12,320,2100,10,10,115.000000,-0.1739130435,v28s_logistic_boundary_physics_v001,a938bf30c29577fc972b5a7d,regularized_logistic,pure_physics,0.3503788733,35.037887,64.962113,35.037887,-18.962113,03d1ec494e707394a3d8c39e,e4dea4b07de3169c96139cba6e704336537d63676d193a9e0efac6c3fa63f0d5,True,True,True,False,True
d23639060b3795f85c3bcfca,KXBTC15M-26MAY111210-100000,2026-05-11T12:00:00.000Z,2026-05-11T12:10:00.000Z,100000,600.000000,yes,research_v28_successor_sidecar_packet_collector_demo,1,v28_successor_sidecar_packet_checkpoint,synthetic_contract_fixture_not_evidence,True,True,False,False,True,True,True,False,not_frozen_candidate_prediction_registry,52.000000,54.000000,46.000000,48.000000,54.000000,52.000000,0.54,53.000000,2.000000,25,2026-05-11T12:00:00.000Z,100020.000000,adapter_demo_btc_history,2026-05-11T12:00:00.000Z,0.000000,100020.000000,False,1.79967246e-05,5.999160118e-05,0.0001719951841,0.000284023858,0.0008445438863,6.000000,17.200000,28.400000,17.200000,28.400000,84.400000,0.571,0.429,0.571,yes,57.100000,42.900000,57.100000,2.100000,-5.100000,2.100000,0.552,0.558,0.568,0.561,0.52,0.91,0.04,0.12,320,2100,10,10,115.000000,-0.1739130435,v28s_logistic_book_reliability_diag_v001,1612cf1a1fd3d451ff05ccad,regularized_logistic,book_aware_diagnostic,0.4541086953,45.410870,54.589130,45.410870,-8.589130,03d1ec494e707394a3d8c39e,e4dea4b07de3169c96139cba6e704336537d63676d193a9e0efac6c3fa63f0d5,True,True,True,False,True
5850f7ff52da576389d6f4bc,KXBTC15M-26MAY111210-100000,2026-05-11T12:00:00.000Z,2026-05-11T12:10:00.000Z,100000,600.000000,yes,research_v28_successor_sidecar_packet_collector_demo,1,v28_successor_sidecar_packet_checkpoint,synthetic_contract_fixture_not_evidence,True,True,False,False,True,True,True,False,not_frozen_candidate_prediction_registry,52.000000,54.000000,46.000000,48.000000,54.000000,52.000000,0.54,53.000000,2.000000,25,2026-05-11T12:00:00.000Z,100020.000000,adapter_demo_btc_history,2026-05-11T12:00:00.000Z,0.000000,100020.000000,False,1.79967246e-05,5.999160118e-05,0.0001719951841,0.000284023858,0.0008445438863,6.000000,17.200000,28.400000,17.200000,28.400000,84.400000,0.571,0.429,0.571,yes,57.100000,42.900000,57.100000,2.100000,-5.100000,2.100000,0.552,0.558,0.568,0.561,0.52,0.91,0.04,0.12,320,2100,10,10,115.000000,-0.1739130435,v28s_monotonic_tabular_v001,f01a85e32739def20cd8c3b0,monotonic_tabular_calibration,pure_physics,0.5542,55.420000,44.580000,55.420000,1.420000,03d1ec494e707394a3d8c39e,e4dea4b07de3169c96139cba6e704336537d63676d193a9e0efac6c3fa63f0d5,True,True,True,False,True
3fa434a35c8b3806cde064dc,KXBTC15M-26MAY111210-100000,2026-05-11T12:00:00.000Z,2026-05-11T12:10:00.000Z,100000,600.000000,yes,research_v28_successor_sidecar_packet_collector_demo,1,v28_successor_sidecar_packet_checkpoint,synthetic_contract_fixture_not_evidence,True,True,False,False,True,True,True,False,not_frozen_candidate_prediction_registry,52.000000,54.000000,46.000000,48.000000,54.000000,52.000000,0.54,53.000000,2.000000,25,2026-05-11T12:00:00.000Z,100020.000000,adapter_demo_btc_history,2026-05-11T12:00:00.000Z,0.000000,100020.000000,False,1.79967246e-05,5.999160118e-05,0.0001719951841,0.000284023858,0.0008445438863,6.000000,17.200000,28.400000,17.200000,28.400000,84.400000,0.571,0.429,0.571,yes,57.100000,42.900000,57.100000,2.100000,-5.100000,2.100000,0.552,0.558,0.568,0.561,0.52,0.91,0.04,0.12,320,2100,10,10,115.000000,-0.1739130435,v28s_boundary_monotonic_blend_v001,db7461bb1e38cb2256cf3530,monotonic_tabular_calibration,pure_physics,0.5542,55.420000,44.580000,55.420000,1.420000,03d1ec494e707394a3d8c39e,e4dea4b07de3169c96139cba6e704336537d63676d193a9e0efac6c3fa63f0d5,True,True,True,False,True
9d329c3992e973f7865d2e92,KXBTC15M-26MAY111210-100000,2026-05-11T12:00:00.000Z,2026-05-11T12:10:00.000Z,100000,600.000000,yes,research_v28_successor_sidecar_packet_collector_demo,1,v28_successor_sidecar_packet_checkpoint,synthetic_contract_fixture_not_evidence,True,True,False,False,True,True,True,False,not_frozen_candidate_prediction_registry,52.000000,54.000000,46.000000,48.000000,54.000000,52.000000,0.54,53.000000,2.000000,25,2026-05-11T12:00:00.000Z,100020.000000,adapter_demo_btc_history,2026-05-11T12:00:00.000Z,0.000000,100020.000000,False,1.79967246e-05,5.999160118e-05,0.0001719951841,0.000284023858,0.0008445438863,6.000000,17.200000,28.400000,17.200000,28.400000,84.400000,0.571,0.429,0.571,yes,57.100000,42.900000,57.100000,2.100000,-5.100000,2.100000,0.552,0.558,0.568,0.561,0.52,0.91,0.04,0.12,320,2100,10,10,115.000000,-0.1739130435,v28s_boundary_monotonic_light_v001,c1edea2fdb0e0eb8b405faf0,monotonic_tabular_calibration,pure_physics,0.565456,56.545600,43.454400,56.545600,2.545600,03d1ec494e707394a3d8c39e,e4dea4b07de3169c96139cba6e704336537d63676d193a9e0efac6c3fa63f0d5,True,True,True,False,True
cd57b15705cbdfd712908f37,KXBTC15M-26MAY111210-100000,2026-05-11T12:00:00.000Z,2026-05-11T12:10:00.000Z,100000,600.000000,yes,research_v28_successor_sidecar_packet_collector_demo,1,v28_successor_sidecar_packet_checkpoint,synthetic_contract_fixture_not_evidence,True,True,False,False,True,True,True,False,not_frozen_candidate_prediction_registry,52.000000,54.000000,46.000000,48.000000,54.000000,52.000000,0.54,53.000000,2.000000,25,2026-05-11T12:00:00.000Z,100020.000000,adapter_demo_btc_history,2026-05-11T12:00:00.000Z,0.000000,100020.000000,False,1.79967246e-05,5.999160118e-05,0.0001719951841,0.000284023858,0.0008445438863,6.000000,17.200000,28.400000,17.200000,28.400000,84.400000,0.571,0.429,0.571,yes,57.100000,42.900000,57.100000,2.100000,-5.100000,2.100000,0.552,0.558,0.568,0.561,0.52,0.91,0.04,0.12,320,2100,10,10,115.000000,-0.1739130435,v28s_boundary_monotonic_time_safe_v001,9b461a310d06c06b55af2e2d,monotonic_tabular_calibration,pure_physics,0.56932,56.932000,43.068000,56.932000,2.932000,03d1ec494e707394a3d8c39e,e4dea4b07de3169c96139cba6e704336537d63676d193a9e0efac6c3fa63f0d5,True,True,True,False,True
95ae7a7454a284ed8a58d729,KXBTC15M-26MAY111210-100000,2026-05-11T12:00:00.000Z,2026-05-11T12:10:00.000Z,100000,600.000000,yes,research_v28_successor_sidecar_packet_collector_demo,1,v28_successor_sidecar_packet_checkpoint,synthetic_contract_fixture_not_evidence,True,True,False,False,True,True,True,False,not_frozen_candidate_prediction_registry,52.000000,54.000000,46.000000,48.000000,54.000000,52.000000,0.54,53.000000,2.000000,25,2026-05-11T12:00:00.000Z,100020.000000,adapter_demo_btc_history,2026-05-11T12:00:00.000Z,0.000000,100020.000000,False,1.79967246e-05,5.999160118e-05,0.0001719951841,0.000284023858,0.0008445438863,6.000000,17.200000,28.400000,17.200000,28.400000,84.400000,0.571,0.429,0.571,yes,57.100000,42.900000,57.100000,2.100000,-5.100000,2.100000,0.552,0.558,0.568,0.561,0.52,0.91,0.04,0.12,320,2100,10,10,115.000000,-0.1739130435,v28s_boundary_monotonic_micro_time_safe_v001,9c831d7954e3c65fec6c0794,monotonic_tabular_calibration,pure_physics,0.570496,57.049600,42.950400,57.049600,3.049600,03d1ec494e707394a3d8c39e,e4dea4b07de3169c96139cba6e704336537d63676d193a9e0efac6c3fa63f0d5,True,True,True,False,True
390cafaf09f0da3bed194c78,KXBTC15M-26MAY111210-100000,2026-05-11T12:00:00.000Z,2026-05-11T12:10:00.000Z,100000,600.000000,yes,research_v28_successor_sidecar_packet_collector_demo,1,v28_successor_sidecar_packet_checkpoint,synthetic_contract_fixture_not_evidence,True,True,False,False,True,True,True,False,not_frozen_candidate_prediction_registry,52.000000,54.000000,46.000000,48.000000,54.000000,52.000000,0.54,53.000000,2.000000,25,2026-05-11T12:00:00.000Z,100020.000000,adapter_demo_btc_history,2026-05-11T12:00:00.000Z,0.000000,100020.000000,False,1.79967246e-05,5.999160118e-05,0.0001719951841,0.000284023858,0.0008445438863,6.000000,17.200000,28.400000,17.200000,28.400000,84.400000,0.571,0.429,0.571,yes,57.100000,42.900000,57.100000,2.100000,-5.100000,2.100000,0.552,0.558,0.568,0.561,0.52,0.91,0.04,0.12,320,2100,10,10,115.000000,-0.1739130435,v28s_late_dsigma_residual_tilt_v001,b160fbf8edd98b998b089805,fixed_logit_residual,pure_physics,0.571,57.100000,42.900000,57.100000,3.100000,03d1ec494e707394a3d8c39e,e4dea4b07de3169c96139cba6e704336537d63676d193a9e0efac6c3fa63f0d5,True,True,True,False,True
fac994ddf37f969806a443ce,KXBTC15M-26MAY111210-100000,2026-05-11T12:00:00.000Z,2026-05-11T12:10:00.000Z,100000,600.000000,no,research_v28_successor_sidecar_packet_collector_demo,1,v28_successor_sidecar_packet_checkpoint,synthetic_contract_fixture_not_evidence,True,True,False,False,True,True,True,False,not_frozen_candidate_prediction_registry,52.000000,54.000000,46.000000,48.000000,48.000000,46.000000,0.52,53.000000,2.000000,25,2026-05-11T12:00:00.000Z,100020.000000,adapter_demo_btc_history,2026-05-11T12:00:00.000Z,0.000000,100020.000000,False,1.79967246e-05,5.999160118e-05,0.0001719951841,0.000284023858,0.0008445438863,6.000000,17.200000,28.400000,0.000000,0.000000,0.000000,0.571,0.429,0.429,yes,57.100000,42.900000,57.100000,2.100000,-5.100000,2.100000,0.552,0.558,0.568,0.561,0.52,0.91,0.04,0.12,320,2100,10,10,115.000000,-0.1739130435,v28s_logistic_calibration_v001,065072105a4f4792a473a741,regularized_logistic,pure_physics,0.5706245323,57.062453,42.937547,42.937547,-5.062453,03d1ec494e707394a3d8c39e,e4dea4b07de3169c96139cba6e704336537d63676d193a9e0efac6c3fa63f0d5,True,True,True,False,True
