row_id,dataset_role,source_dataset_tag,source_file,source_line_or_offset,source_type,source_quality_tier,run_id,market_ticker,market_close_ts_utc,decision_ts_utc,decision_ts_basis,side,strike,strike_source,seconds_to_close,yes_bid_cents,no_bid_cents,yes_ask_cents,no_ask_cents,yes_depth,no_depth,ask_cents,bid_cents,book_implied_yes_from_side_ask,book_mid_yes_cents,book_width_cents,book_source_event_count,book_sequence_number,checkpoint_reason,raw_capture_ts_utc,registered_utc,is_pre_resolution,is_pre_resolution_registered,is_recomputed_after_resolution,is_backfilled,is_simulated,is_sidecar,is_diagnostic_only,has_market_metadata,has_top_book,has_btc_state,has_v28_baseline,has_candidate_prediction,has_settlement_label,eligible_for_candidate_prediction,allowed_for_training,allowed_for_validation,allowed_for_holdout,allowed_for_forward_promotion,exclusion_reason,depth
828c652cc471ce37ae96369a,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,1,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:13.676Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,826.324,45.0,54.0,46.0,55.0,155.58,311.7,46.0,45.0,0.46,45.5,1.0,5,1,native_snapshot,2026-05-11T05:31:13.676Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,155.58
210e848f46a5d330fb9469a3,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,1,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:13.676Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,826.324,45.0,54.0,46.0,55.0,155.58,311.7,55.0,54.0,0.44999999999999996,45.5,1.0,5,1,native_snapshot,2026-05-11T05:31:13.676Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,311.7
222fb53edc6713de6b527dff,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,2,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:14.676Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,825.324,45.0,53.0,47.0,55.0,223.53,641.74,47.0,45.0,0.47,46.0,2.0,60,55,native_periodic,2026-05-11T05:31:14.676Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,223.53
da9df4891fabcf40c7106085,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,2,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:14.676Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,825.324,45.0,53.0,47.0,55.0,223.53,641.74,55.0,53.0,0.44999999999999996,46.0,2.0,60,55,native_periodic,2026-05-11T05:31:14.676Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,641.74
34000b29b20716c06dd73ef6,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,3,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:15.687Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,824.313,46.0,53.0,47.0,54.0,78.0,69.74,47.0,46.0,0.47,46.5,1.0,214,208,native_periodic,2026-05-11T05:31:15.687Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,78.0
ec2d7a3d86b32b0466293254,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,3,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:15.687Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,824.313,46.0,53.0,47.0,54.0,78.0,69.74,54.0,53.0,0.45999999999999996,46.5,1.0,214,208,native_periodic,2026-05-11T05:31:15.687Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,69.74
61029864d00c5bf294193930,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,4,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:16.733Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,823.267,47.0,52.0,48.0,53.0,86.0,608.0,48.0,47.0,0.48,47.5,1.0,409,403,native_periodic,2026-05-11T05:31:16.733Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,86.0
e734babeb451809006813fef,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,4,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:16.733Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,823.267,47.0,52.0,48.0,53.0,86.0,608.0,53.0,52.0,0.47,47.5,1.0,409,403,native_periodic,2026-05-11T05:31:16.733Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,608.0
c50533af6b67ce39feca430b,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,5,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:17.809Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,822.191,46.0,53.0,47.0,54.0,50.0,239.5,47.0,46.0,0.47,46.5,1.0,573,565,native_periodic,2026-05-11T05:31:17.809Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,50.0
f053caafd48c36c43b3a64cb,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,5,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:17.809Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,822.191,46.0,53.0,47.0,54.0,50.0,239.5,54.0,53.0,0.45999999999999996,46.5,1.0,573,565,native_periodic,2026-05-11T05:31:17.809Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,239.5
