2026-05-07 22:27:19,256 | INFO | Starting WS bot. run_id=0c537816-1a23-4029-8614-6f9ad93b8da2 dry_run=False base_url=https://api.elections.kalshi.com/trade-api/v2 ws_url=wss://api.elections.kalshi.com/trade-api/ws/v2 series=KXBTC15M
2026-05-07 22:27:20,447 | INFO | Watching market KXBTC15M-26MAY072230-30 close_time=2026-05-08T02:30:00Z status=active strike=79621.32 run_id=0c537816-1a23-4029-8614-6f9ad93b8da2
2026-05-07 22:27:20,459 | INFO | Heartbeat | watch=KXBTC15M-26MAY072230-30 yes_bid=None yes_ask=None no_bid=None no_ask=None book_ready=False position=False pending=False dry_run=False trust=cold run_id=0c537816-1a23-4029-8614-6f9ad93b8da2
2026-05-07 22:27:20,626 | INFO | WS connected for KXBTC15M-26MAY072230-30
2026-05-07 22:27:20,760 | INFO | WS subscribed payload: {'type': 'subscribed', 'id': 1, 'msg': {'channel': 'ticker', 'sid': 1}}
2026-05-07 22:27:20,770 | INFO | WS subscribed payload: {'type': 'subscribed', 'id': 1, 'msg': {'channel': 'orderbook_delta', 'sid': 2}}
2026-05-07 22:27:20,774 | INFO | Orderbook snapshot ready for KXBTC15M-26MAY072230-30
2026-05-07 22:27:20,774 | INFO | Mushroom v28 BTC tick stream connected | source=coinbase url=wss://ws-feed.exchange.coinbase.com
2026-05-07 22:27:24,575 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3016.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:27:32,241 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=7187.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:27:35,812 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3047.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:27:35,812 | INFO | Heartbeat | watch=KXBTC15M-26MAY072230-30 yes_bid=0 yes_ask=1 no_bid=99 no_ask=100 book_ready=True position=False pending=False dry_run=False trust=synced run_id=0c537816-1a23-4029-8614-6f9ad93b8da2
2026-05-07 22:27:39,471 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3032.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:27:43,035 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3031.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:27:46,577 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3047.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:27:50,152 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3047.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:27:50,829 | INFO | Heartbeat | watch=KXBTC15M-26MAY072230-30 yes_bid=0 yes_ask=0 no_bid=100 no_ask=100 book_ready=True position=False pending=False dry_run=False trust=synced run_id=0c537816-1a23-4029-8614-6f9ad93b8da2
2026-05-07 22:27:53,857 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3047.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:27:57,415 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3016.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:28:01,346 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3062.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:28:04,935 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3031.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:28:05,817 | INFO | Heartbeat | watch=KXBTC15M-26MAY072230-30 yes_bid=0 yes_ask=0 no_bid=100 no_ask=100 book_ready=True position=False pending=False dry_run=False trust=synced run_id=0c537816-1a23-4029-8614-6f9ad93b8da2
2026-05-07 22:28:08,879 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3063.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:28:12,882 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3016.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:28:16,891 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3031.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:28:20,736 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3063.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:28:20,859 | INFO | Heartbeat | watch=KXBTC15M-26MAY072230-30 yes_bid=0 yes_ask=0 no_bid=100 no_ask=100 book_ready=True position=False pending=False dry_run=False trust=synced run_id=0c537816-1a23-4029-8614-6f9ad93b8da2
2026-05-07 22:28:24,662 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3047.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:28:28,768 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3047.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:28:32,662 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3063.0 threshold_ms=3000.0 source=coinbase_spot_rest
2026-05-07 22:28:36,373 | INFO | Mushroom v28 BTC REST fallback refreshed stale tick | previous_age_ms=3016.0 threshold_ms=3000.0 source=coinbase_spot_rest
