market,result,status,settlement_ts,close_time,watch_close_time,source
KXBTC15M-26APR010000-00,yes,finalized,2026-04-01T04:00:14.689418Z,2026-04-01T04:00:00Z,2026-04-01T04:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010015-15,no,finalized,2026-04-01T04:15:07.940606Z,2026-04-01T04:15:00Z,2026-04-01T04:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010030-30,yes,finalized,2026-04-01T04:30:07.93504Z,2026-04-01T04:30:00Z,2026-04-01T04:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010045-45,yes,finalized,2026-04-01T04:45:07.933184Z,2026-04-01T04:45:00Z,2026-04-01T04:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010100-00,yes,finalized,2026-04-01T05:00:07.988861Z,2026-04-01T05:00:00Z,2026-04-01T05:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010115-15,yes,finalized,2026-04-01T05:15:08.011222Z,2026-04-01T05:15:00Z,2026-04-01T05:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010130-30,yes,finalized,2026-04-01T05:30:07.887419Z,2026-04-01T05:30:00Z,2026-04-01T05:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010145-45,no,finalized,2026-04-01T05:45:07.890509Z,2026-04-01T05:45:00Z,2026-04-01T05:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010200-00,no,finalized,2026-04-01T06:00:07.940395Z,2026-04-01T06:00:00Z,2026-04-01T06:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010215-15,yes,finalized,2026-04-01T06:15:07.885765Z,2026-04-01T06:15:00Z,2026-04-01T06:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010230-30,yes,finalized,2026-04-01T06:30:07.933689Z,2026-04-01T06:30:00Z,2026-04-01T06:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010245-45,yes,finalized,2026-04-01T06:45:07.886607Z,2026-04-01T06:45:00Z,2026-04-01T06:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010300-00,yes,finalized,2026-04-01T07:08:17.389298Z,2026-04-01T07:00:00Z,2026-04-01T07:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010315-15,yes,finalized,2026-04-01T07:15:07.890247Z,2026-04-01T07:15:00Z,2026-04-01T07:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010330-30,no,finalized,2026-04-01T07:30:07.888234Z,2026-04-01T07:30:00Z,2026-04-01T07:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010345-45,no,finalized,2026-04-01T07:45:07.89327Z,2026-04-01T07:45:00Z,2026-04-01T07:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010400-00,no,finalized,2026-04-01T08:00:07.882769Z,2026-04-01T08:00:00Z,2026-04-01T08:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010415-15,no,finalized,2026-04-01T08:15:07.883098Z,2026-04-01T08:15:00Z,2026-04-01T08:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010430-30,yes,finalized,2026-04-01T08:30:07.8819Z,2026-04-01T08:30:00Z,2026-04-01T08:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010445-45,yes,finalized,2026-04-01T08:45:07.884321Z,2026-04-01T08:45:00Z,2026-04-01T08:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010500-00,no,finalized,2026-04-01T09:00:07.884004Z,2026-04-01T09:00:00Z,2026-04-01T09:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010515-15,no,finalized,2026-04-01T09:15:07.884863Z,2026-04-01T09:15:00Z,2026-04-01T09:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010530-30,yes,finalized,2026-04-01T09:30:07.882727Z,2026-04-01T09:30:00Z,2026-04-01T09:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010545-45,no,finalized,2026-04-01T09:45:07.880885Z,2026-04-01T09:45:00Z,2026-04-01T09:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010600-00,yes,finalized,2026-04-01T10:00:07.879812Z,2026-04-01T10:00:00Z,2026-04-01T10:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010615-15,no,finalized,2026-04-01T10:15:07.879713Z,2026-04-01T10:15:00Z,2026-04-01T10:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010630-30,no,finalized,2026-04-01T10:30:07.884049Z,2026-04-01T10:30:00Z,2026-04-01T10:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010645-45,yes,finalized,2026-04-01T10:45:07.885738Z,2026-04-01T10:45:00Z,2026-04-01T10:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010700-00,yes,finalized,2026-04-01T11:00:07.885078Z,2026-04-01T11:00:00Z,2026-04-01T11:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010715-15,yes,finalized,2026-04-01T11:15:07.885558Z,2026-04-01T11:15:00Z,2026-04-01T11:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010730-30,no,finalized,2026-04-01T11:30:07.882901Z,2026-04-01T11:30:00Z,2026-04-01T11:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010745-45,no,finalized,2026-04-01T11:45:07.8878Z,2026-04-01T11:45:00Z,2026-04-01T11:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010800-00,yes,finalized,2026-04-01T12:00:07.882683Z,2026-04-01T12:00:00Z,2026-04-01T12:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010815-15,no,finalized,2026-04-01T12:15:07.881862Z,2026-04-01T12:15:00Z,2026-04-01T12:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010830-30,no,finalized,2026-04-01T12:30:07.885154Z,2026-04-01T12:30:00Z,2026-04-01T12:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010845-45,no,finalized,2026-04-01T12:45:07.884577Z,2026-04-01T12:45:00Z,2026-04-01T12:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010900-00,yes,finalized,2026-04-01T13:00:07.888056Z,2026-04-01T13:00:00Z,2026-04-01T13:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010915-15,yes,finalized,2026-04-01T13:15:07.888689Z,2026-04-01T13:15:00Z,2026-04-01T13:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010930-30,yes,finalized,2026-04-01T13:30:07.8862Z,2026-04-01T13:30:00Z,2026-04-01T13:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR010945-45,no,finalized,2026-04-01T13:45:07.886245Z,2026-04-01T13:45:00Z,2026-04-01T13:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011000-00,yes,finalized,2026-04-01T14:00:07.887918Z,2026-04-01T14:00:00Z,2026-04-01T14:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011015-15,yes,finalized,2026-04-01T14:15:07.88521Z,2026-04-01T14:15:00Z,2026-04-01T14:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011030-30,yes,finalized,2026-04-01T14:30:07.886479Z,2026-04-01T14:30:00Z,2026-04-01T14:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011045-45,no,finalized,2026-04-01T14:45:07.886264Z,2026-04-01T14:45:00Z,2026-04-01T14:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011100-00,yes,finalized,2026-04-01T15:00:07.879879Z,2026-04-01T15:00:00Z,2026-04-01T15:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011115-15,no,finalized,2026-04-01T15:15:17.890174Z,2026-04-01T15:15:00Z,2026-04-01T15:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011130-30,yes,finalized,2026-04-01T15:30:07.886096Z,2026-04-01T15:30:00Z,2026-04-01T15:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011145-45,yes,finalized,2026-04-01T15:45:07.887787Z,2026-04-01T15:45:00Z,2026-04-01T15:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011200-00,yes,finalized,2026-04-01T16:00:07.88523Z,2026-04-01T16:00:00Z,2026-04-01T16:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011215-15,no,finalized,2026-04-01T16:15:07.883212Z,2026-04-01T16:15:00Z,2026-04-01T16:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011230-30,yes,finalized,2026-04-01T16:30:07.937392Z,2026-04-01T16:30:00Z,2026-04-01T16:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011245-45,yes,finalized,2026-04-01T16:45:07.888481Z,2026-04-01T16:45:00Z,2026-04-01T16:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011300-00,no,finalized,2026-04-01T17:00:07.886402Z,2026-04-01T17:00:00Z,2026-04-01T17:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011315-15,no,finalized,2026-04-01T17:15:07.888859Z,2026-04-01T17:15:00Z,2026-04-01T17:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011330-30,no,finalized,2026-04-01T17:30:07.938883Z,2026-04-01T17:30:00Z,2026-04-01T17:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011345-45,no,finalized,2026-04-01T17:45:07.933915Z,2026-04-01T17:45:00Z,2026-04-01T17:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011400-00,no,finalized,2026-04-01T18:00:07.882987Z,2026-04-01T18:00:00Z,2026-04-01T18:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011415-15,no,finalized,2026-04-01T18:15:07.889041Z,2026-04-01T18:15:00Z,2026-04-01T18:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011430-30,no,finalized,2026-04-01T18:30:07.891672Z,2026-04-01T18:30:00Z,2026-04-01T18:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011445-45,yes,finalized,2026-04-01T18:45:07.937223Z,2026-04-01T18:45:00Z,2026-04-01T18:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011500-00,no,finalized,2026-04-01T19:00:07.93982Z,2026-04-01T19:00:00Z,2026-04-01T19:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011515-15,yes,finalized,2026-04-01T19:15:07.694356Z,2026-04-01T19:15:00Z,2026-04-01T19:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011530-30,yes,finalized,2026-04-01T19:30:07.894168Z,2026-04-01T19:30:00Z,2026-04-01T19:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011545-45,no,finalized,2026-04-01T19:45:07.986655Z,2026-04-01T19:45:00Z,2026-04-01T19:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011600-00,no,finalized,2026-04-01T20:00:17.939868Z,2026-04-01T20:00:00Z,2026-04-01T20:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011615-15,no,finalized,2026-04-01T20:15:07.085457Z,2026-04-01T20:15:00Z,2026-04-01T20:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011630-30,no,finalized,2026-04-01T20:30:10.067204Z,2026-04-01T20:30:00Z,2026-04-01T20:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011645-45,yes,finalized,2026-04-01T20:45:08.790242Z,2026-04-01T20:45:00Z,2026-04-01T20:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011700-00,yes,finalized,2026-04-01T21:00:09.839352Z,2026-04-01T21:00:00Z,2026-04-01T21:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011715-15,yes,finalized,2026-04-01T21:15:09.882004Z,2026-04-01T21:15:00Z,2026-04-01T21:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011730-30,yes,finalized,2026-04-01T21:30:10.482611Z,2026-04-01T21:30:00Z,2026-04-01T21:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011745-45,no,finalized,2026-04-01T21:45:10.885988Z,2026-04-01T21:45:00Z,2026-04-01T21:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011800-00,yes,finalized,2026-04-01T22:00:10.18547Z,2026-04-01T22:00:00Z,2026-04-01T22:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011815-15,no,finalized,2026-04-01T22:15:17.89053Z,2026-04-01T22:15:00Z,2026-04-01T22:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011830-30,no,finalized,2026-04-01T22:30:11.342552Z,2026-04-01T22:30:00Z,2026-04-01T22:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011845-45,yes,finalized,2026-04-01T22:45:10.98683Z,2026-04-01T22:45:00Z,2026-04-01T22:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011900-00,no,finalized,2026-04-01T23:00:10.836663Z,2026-04-01T23:00:00Z,2026-04-01T23:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011915-15,yes,finalized,2026-04-01T23:15:10.937519Z,2026-04-01T23:15:00Z,2026-04-01T23:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011930-30,no,finalized,2026-04-01T23:30:10.886145Z,2026-04-01T23:30:00Z,2026-04-01T23:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR011945-45,yes,finalized,2026-04-01T23:45:10.490187Z,2026-04-01T23:45:00Z,2026-04-01T23:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012000-00,no,finalized,2026-04-02T00:00:10.988697Z,2026-04-02T00:00:00Z,2026-04-02T00:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012015-15,yes,finalized,2026-04-02T00:15:10.83458Z,2026-04-02T00:15:00Z,2026-04-02T00:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012030-30,yes,finalized,2026-04-02T00:30:12.687785Z,2026-04-02T00:30:00Z,2026-04-02T00:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012045-45,yes,finalized,2026-04-02T00:45:10.937155Z,2026-04-02T00:45:00Z,2026-04-02T00:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012130-30,no,finalized,2026-04-02T01:30:11.632729Z,2026-04-02T01:30:00Z,2026-04-02T01:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012145-45,no,finalized,2026-04-02T01:45:12.03425Z,2026-04-02T01:45:00Z,2026-04-02T01:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012200-00,yes,finalized,2026-04-02T02:00:16.09348Z,2026-04-02T02:00:00Z,2026-04-02T02:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012215-15,no,finalized,2026-04-02T02:15:16.202861Z,2026-04-02T02:15:00Z,2026-04-02T02:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012230-30,yes,finalized,2026-04-02T02:30:15.24565Z,2026-04-02T02:30:00Z,2026-04-02T02:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012245-45,no,finalized,2026-04-02T02:45:15.442281Z,2026-04-02T02:45:00Z,2026-04-02T02:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012300-00,yes,finalized,2026-04-02T03:00:14.742357Z,2026-04-02T03:00:00Z,2026-04-02T03:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012315-15,no,finalized,2026-04-02T03:15:13.996728Z,2026-04-02T03:15:00Z,2026-04-02T03:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012330-30,yes,finalized,2026-04-02T03:30:17.388159Z,2026-04-02T03:30:00Z,2026-04-02T03:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR012345-45,no,finalized,2026-04-02T03:45:18.443741Z,2026-04-02T03:45:00Z,2026-04-02T03:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020000-00,yes,finalized,2026-04-02T04:00:17.907836Z,2026-04-02T04:00:00Z,2026-04-02T04:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020015-15,no,finalized,2026-04-02T04:15:07.887512Z,2026-04-02T04:15:00Z,2026-04-02T04:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020030-30,no,finalized,2026-04-02T04:30:07.89156Z,2026-04-02T04:30:00Z,2026-04-02T04:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020045-45,no,finalized,2026-04-02T04:45:07.884921Z,2026-04-02T04:45:00Z,2026-04-02T04:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020100-00,yes,finalized,2026-04-02T05:00:08.024577Z,2026-04-02T05:00:00Z,2026-04-02T05:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020115-15,yes,finalized,2026-04-02T05:15:07.944453Z,2026-04-02T05:15:00Z,2026-04-02T05:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020130-30,yes,finalized,2026-04-02T05:30:07.892911Z,2026-04-02T05:30:00Z,2026-04-02T05:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020145-45,yes,finalized,2026-04-02T05:45:07.938822Z,2026-04-02T05:45:00Z,2026-04-02T05:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020200-00,yes,finalized,2026-04-02T06:01:17.889349Z,2026-04-02T06:00:00Z,2026-04-02T06:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020515-15,no,finalized,2026-04-02T09:15:13.425738Z,2026-04-02T09:15:00Z,2026-04-02T09:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020530-30,yes,finalized,2026-04-02T09:30:13.438635Z,2026-04-02T09:30:00Z,2026-04-02T09:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020545-45,no,finalized,2026-04-02T09:45:13.431667Z,2026-04-02T09:45:00Z,2026-04-02T09:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020600-00,yes,finalized,2026-04-02T10:00:13.423664Z,2026-04-02T10:00:00Z,2026-04-02T10:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020615-15,no,finalized,2026-04-02T10:15:13.473743Z,2026-04-02T10:15:00Z,2026-04-02T10:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020630-30,yes,finalized,2026-04-02T10:30:13.427487Z,2026-04-02T10:30:00Z,2026-04-02T10:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020645-45,yes,finalized,2026-04-02T10:45:13.425825Z,2026-04-02T10:45:00Z,2026-04-02T10:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020700-00,no,finalized,2026-04-02T11:00:13.430168Z,2026-04-02T11:00:00Z,2026-04-02T11:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020715-15,no,finalized,2026-04-02T11:15:13.445742Z,2026-04-02T11:15:00Z,2026-04-02T11:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020730-30,yes,finalized,2026-04-02T11:30:13.427075Z,2026-04-02T11:30:00Z,2026-04-02T11:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020745-45,no,finalized,2026-04-02T11:45:13.426041Z,2026-04-02T11:45:00Z,2026-04-02T11:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR020800-00,no,finalized,2026-04-02T12:00:13.425541Z,2026-04-02T12:00:00Z,2026-04-02T12:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
